	label	GraphST_default	GraphST_2	GraphST_dlpfc	GraphST_1	SEDR_default	SEDR_2	SEDR_dlpfc	SEDR_1	STAGATE_starmap	STAGATE_default	STAGATE_slide_stereo	STAGATE_1	BayesSpace_default	BayesSpace_melanoma	BayesSpace_1	BayesSpace_scc	bass_starmap	bass_default	bass_dlpfc	bass_1	spaGCN_default	spaGCN_2	spaGCN_3	spaGCN_1	stardust_default	stardust_tutorial	stardust_2	stardust_1	SpaceFlow_default	SpaceFlow_2	SpaceFlow_3	SpaceFlow_1	DRSC_default	DRSC_FindSVGs	DRSC_all_genes	DRSC_FindVariableFeatures	precast_default	precast_dlpfc	precast_1	precast_BC	seurat-louvain_louvain_3	seurat-leiden_leiden_4	seurat-leiden_leiden_1	seurat-louvain_louvain_1	seurat-louvain_louvain_4	seurat-leiden_leiden_2	seurat-louvain_louvain_2	seurat-leiden_leiden_3	CellCharter_default	CellCharter_2	CellCharter_dlpfc	CellCharter_1	BANKSY_starmap	BANKSY_default	BANKSY_github	BANKSY_dlpfc	scanpy-louvain_louvain_3	scanpy-leiden_leiden_4	scanpy-leiden_leiden_1	scanpy-louvain_louvain_1	scanpy-louvain_louvain_4	scanpy-leiden_leiden_2	scanpy-louvain_louvain_2	scanpy-leiden_leiden_3
label	0.0	0.5053029060770714	0.42953998144778716	0.5287865524814779	0.4645716412217644	0.4108846699224173	0.4919478793562077	0.3975592921068156	0.514474601440204	0.29064061974055144	0.3761850169946606	0.24099887062635317	0.32944355472410053	0.4268955731550327	0.2363196068121058	0.23706365342596336	0.4272083629679208	0.35169716713180454	0.35594627087884	0.40692107423631796	0.4028669861953875	0.23777609511316428	0.31845522104941	0.30103277375655346	0.2332988453397477	0.28229863309476344	0.25443061755704205	0.13485262313991037	0.29620448830329205	0.2405529541489815	0.3238087290078092	0.20649326830310435	0.2605849503895762	0.42554786326027527	0.3402682358071828	0.4173794806016619	0.27519076171629414	0.3635804412579892	0.24083734593836137	0.23417593387858499	0.35762502643330524	0.323783118056127	0.31217801537886225	0.24150255092456907	0.3188408114827273	0.3218947884383659	0.31217801537886225	0.3218947884383659	0.31573059315799	0.22473811408919095	0.27190675573882417	0.3312441195009705	0.2998831943780912	0.3082184577863881	0.3166860987862036	0.37296700147245404	0.3870301597561223	0.20024561484015818	0.09593461946856666	0.16451901946166325	0.13964493429940414	0.11607281629920896	0.19339546110654612	0.13924112700704439	0.19632037841096503
GraphST_default	0.5053029060770714	0.0	0.4385791612710769	0.7754335252202665	0.4330291606928781	0.4134782327318756	0.43883050865879714	0.42568443187061844	0.43668154842580287	0.4204285591497955	0.5070199104592147	0.23869691654842026	0.3741669581643638	0.38461613280375706	0.31617199365060084	0.3165255921781816	0.3843158431953327	0.4941437906466315	0.501790620455292	0.36698745193755933	0.36860181075979137	0.2934810067028574	0.289467604246608	0.273762050789017	0.28413308356950906	0.3853773966985824	0.3685352194079321	0.2250628497983611	0.42493083832586104	0.34411630023833323	0.3884338539026804	0.28318637615193004	0.3421904685477686	0.4345767655243146	0.3399850548522431	0.3948407043623687	0.38502319999898105	0.3470575019810652	0.4004243898345527	0.3960621891162976	0.3417955863206251	0.4732137004124226	0.3688350200854947	0.3504176502858764	0.47276271501552897	0.4668472036075104	0.3688350200854947	0.4668472036075104	0.3924035655820934	0.31704038447611965	0.36490006247348866	0.3809199407552616	0.38958031909706026	0.34591443477817624	0.2783929047582073	0.3209119641447162	0.36870873785942354	0.3142954171244149	0.21527144002154805	0.29007502633317234	0.2508190963748447	0.2193961464010123	0.3044456034008079	0.2266022708484347	0.326244393013338
GraphST_2	0.42953998144778716	0.4385791612710769	0.0	0.4319957735663481	0.6457562544722435	0.4987341119837031	0.6195495476444057	0.5070549579678906	0.6216087115059346	0.47922274130154635	0.5815448116829975	0.3138074165307895	0.506841821517609	0.6352164690677731	0.4929125771799719	0.49346425435796504	0.6348012741702905	0.586235540754492	0.5908888700169268	0.5803859326077997	0.5800974016286736	0.43449345138498074	0.47414542067707477	0.4482663409926765	0.42480346132923763	0.2651427664212291	0.23784257880740914	0.18514530796543288	0.27423780575100326	0.31492126146588584	0.35230794436541474	0.22402587183909106	0.3388465537313913	0.6868284735636722	0.5637798347062485	0.6220607343957822	0.45207030444645047	0.5647549333284027	0.4891792281952708	0.47085731170029455	0.5626952810966684	0.3270330065013055	0.3314622557141187	0.27372431296562977	0.32263602898561244	0.32187820345261087	0.3314622557141187	0.32187820345261087	0.32724813842710476	0.42451831186431527	0.47212369441036184	0.43843369927862913	0.45953958620489815	0.3453439860421763	0.34407370980024043	0.34551178986529774	0.4440225885205631	0.23155162056357736	0.1866387089585209	0.19726926962747593	0.1941384950488697	0.1976001024172582	0.2245904097841517	0.19078657900087062	0.23303663246557293
GraphST_dlpfc	0.5287865524814779	0.7754335252202665	0.4319957735663481	0.0	0.486691737423954	0.4226390029160136	0.46912833411793514	0.4529644554529365	0.4546471417802213	0.4659508997186555	0.5203789557283983	0.23873952992341885	0.392578329739049	0.40799367400382724	0.3557428353687769	0.3561005230100555	0.4076667039503327	0.5071156203654639	0.5136599615791468	0.38338663008518375	0.37930823741195907	0.30508049361874334	0.30802744714795727	0.2889801861731089	0.293792328022392	0.3913353919088181	0.4292986016954593	0.26764303376910203	0.4382883037482884	0.387214325036895	0.44418120984128867	0.31863440809129345	0.3911577488068242	0.4541740333728884	0.3469638875819258	0.41361001217375526	0.37852199616415816	0.3607184429561549	0.4095845646358176	0.4153314187926119	0.35646760042530995	0.45924481396010286	0.3691389747960374	0.35097269030441514	0.4608824073391946	0.45706151247422255	0.3691389747960374	0.45706151247422255	0.3910644122909663	0.33987389321479766	0.40114646523211184	0.4295286808953589	0.4258884210128461	0.37812305524243206	0.2858978354284968	0.34643401872222185	0.4143267778211051	0.289937331407781	0.20604647474325385	0.263459300865984	0.2262151129358449	0.20597360510706483	0.29741248900493783	0.2081377301141731	0.2989922216819512
GraphST_1	0.4645716412217644	0.4330291606928781	0.6457562544722435	0.486691737423954	0.0	0.523595194760662	0.6770191333544083	0.5589965480731587	0.6741920011515472	0.5361109447346767	0.6433947209034955	0.2950566750045608	0.5106160568914792	0.7331934650919034	0.5111651995694837	0.5129142982150617	0.7327352373807596	0.6659995752077303	0.6776722962729004	0.6570375029299385	0.6523929970690925	0.465207199456161	0.49514328569102845	0.4433448202018915	0.43504790796294884	0.2743136752369955	0.27016160372552794	0.2192477386373548	0.28683967131694205	0.35325140499636354	0.40942517117558297	0.2892745202859291	0.368788019053784	0.728666497546634	0.6061070439362987	0.653659407381714	0.4976620658744995	0.631118518167406	0.5081512403009357	0.5096686656530537	0.6209844666136182	0.32980221290124634	0.3370240145345477	0.2794572834682232	0.3265748386618527	0.32821238929411545	0.3370240145345477	0.32821238929411545	0.3255748546073959	0.4617358301168474	0.5165092265758453	0.46630747802513084	0.5016402968147502	0.4462689703085548	0.4133326766098201	0.4362362348252457	0.5331307439550661	0.22905183306917354	0.1969017087835099	0.19674107726699822	0.19367697062710773	0.19618453484740409	0.22282407315654326	0.18896705328598037	0.2292673844201101
SEDR_default	0.4108846699224173	0.4134782327318756	0.4987341119837031	0.4226390029160136	0.523595194760662	0.0	0.632134781718663	0.6920032193977895	0.6418207155982049	0.4659691020179932	0.5207580840958314	0.23551291552509623	0.37096808861937003	0.5933088543582524	0.43640739902771974	0.43675872941627236	0.5937365701096678	0.5073148963683605	0.4900862754425718	0.5817616514719366	0.5868291738084387	0.4552030329148434	0.42858876119040296	0.3904015498218628	0.42512989389179784	0.2555293911476113	0.23798707667087593	0.16245414478543574	0.24668345010320789	0.3474168348967308	0.27968569752901223	0.27216874236523336	0.32411620426185517	0.5850698459244129	0.5115642912366123	0.6315668825576412	0.3837034941885301	0.5119222999395232	0.3985584913725005	0.3831564535381117	0.5053145932906267	0.2940236036480276	0.26276955462613927	0.2443249247190314	0.2903922786616213	0.28859244552351443	0.26276955462613927	0.28859244552351443	0.2689312113676871	0.36350795519996915	0.3681028146855227	0.33137876083099055	0.41517194826808496	0.3744992330212829	0.43979689933887056	0.42869397363965706	0.4217101340198358	0.2082439922134025	0.17168173386300115	0.17328274679148253	0.190484166457452	0.15948312271878953	0.1710660514099129	0.16616224462612142	0.20906509419805025
SEDR_2	0.4919478793562077	0.43883050865879714	0.6195495476444057	0.46912833411793514	0.6770191333544083	0.632134781718663	0.0	0.62787013231762	0.788861877986966	0.5403337987811908	0.6386468873395922	0.2598448161047246	0.49204800460215625	0.679910140404919	0.5292221292584381	0.5296311726390979	0.6794705613824933	0.5814991179029264	0.5872478039205218	0.6626642737736649	0.6542993211732993	0.46223115099636564	0.4876168367062599	0.4420236359231446	0.43975248408697426	0.27164415522192903	0.25316331129870084	0.1794792080266176	0.2665127281309075	0.34830641251674144	0.37220483528296766	0.26587019008176754	0.37406482595773916	0.7195986965971334	0.5722761265776253	0.7095069504584756	0.41802166012076886	0.5942211135378228	0.511219679437406	0.510055287645139	0.5887656416028407	0.3180310637574656	0.31967678634909985	0.26442822506281805	0.31456684385733635	0.3164297639774642	0.31967678634909985	0.3164297639774642	0.313718755888176	0.4200123779697636	0.4991277021921118	0.4283421038712305	0.4997440610047156	0.3682148780808447	0.40477245525521865	0.39426018212952313	0.546424851407275	0.2311394530658393	0.1856519135381116	0.1906620100771645	0.20359201917878464	0.19634210417107256	0.20762289589514812	0.19044508566202115	0.2281713894304304
SEDR_dlpfc	0.3975592921068156	0.42568443187061844	0.5070549579678906	0.4529644554529365	0.5589965480731587	0.6920032193977895	0.62787013231762	0.0	0.5818233981552587	0.4480394099126657	0.5328141556649685	0.2183335526695726	0.37233553987973506	0.5589874221936857	0.40203300159158334	0.40249271989971236	0.5585518162565423	0.5540200794287977	0.5400545844156445	0.5411864944623099	0.5405977111682677	0.45986882243792104	0.37966043885946166	0.3534681342401393	0.43225723307698427	0.2621331926873068	0.2237567670304797	0.1638428012776278	0.26040074364737126	0.3386628166372829	0.2620053539467805	0.23035662940530996	0.3085311361479219	0.5827484276408583	0.4454196065266931	0.5833143602556442	0.3578237527587879	0.47492975531521475	0.4266148789291634	0.38852054455363677	0.4669740312312169	0.3078773851515934	0.26239226783863084	0.2563680865193577	0.30592318820928827	0.30296080797079056	0.26239226783863084	0.30296080797079056	0.2739165713085568	0.4065502468830783	0.39227128640276765	0.3099190258795638	0.3931446232382779	0.35960752339214963	0.4032920642357059	0.36678881406060615	0.4352441379079855	0.18076009472892732	0.16948295360345558	0.15178007861458828	0.16102217794031148	0.14760316752530034	0.16611231659518996	0.15010806177407673	0.18235003502579733
SEDR_1	0.514474601440204	0.43668154842580287	0.6216087115059346	0.4546471417802213	0.6741920011515472	0.6418207155982049	0.788861877986966	0.5818233981552587	0.0	0.5187277728455026	0.6143634393671275	0.2714645068499622	0.5023623008595007	0.6764868852861461	0.47329681795766937	0.47374845720459147	0.676920452854841	0.5531734254200484	0.5563594172816987	0.658099974777193	0.6550088018509325	0.43640450863578034	0.5192894148099406	0.46387709720817305	0.417743488415058	0.25228195478612053	0.2321849741834611	0.14803914692546233	0.2545803176728843	0.2915431321660404	0.3524595480734576	0.23407088424740827	0.3028809496078902	0.6982203617067705	0.588125770713399	0.6904326185932221	0.4366333738218689	0.6109627271566123	0.4681377841768842	0.4631241139836132	0.6044949387343075	0.29764186453982694	0.298342813625242	0.23770152076094023	0.29278012043771623	0.2948257537507081	0.298342813625242	0.2948257537507081	0.29416547495510714	0.4164241826967369	0.47102200604697786	0.4281493457458811	0.5244662972861629	0.34132074298620235	0.37878653793547257	0.4047930131538092	0.5179653153283381	0.2200611379559689	0.15540921431039278	0.17887628350983514	0.18865861539172146	0.1688975814154275	0.1982296947796214	0.16726251695642072	0.21744313876511814
STAGATE_starmap	0.29064061974055144	0.4204285591497955	0.47922274130154635	0.4659508997186555	0.5361109447346767	0.4659691020179932	0.5403337987811908	0.4480394099126657	0.5187277728455026	0.0	0.6313045300724317	0.3946276989478587	0.5118639522780215	0.4984884775665033	0.6809092749755815	0.6817109642928743	0.49854597437340353	0.6379377917443828	0.6479509904571386	0.5044906071165837	0.4891725863387128	0.6267824479759158	0.5572490886618807	0.5012665596898507	0.5868931674418498	0.3298265410558661	0.3264318209398372	0.3052371683363328	0.34933648664145855	0.4040233983038659	0.4611713420058825	0.3405765287834779	0.46898232112024263	0.5398622692102203	0.6266372504902123	0.5186620096257797	0.6507510502209942	0.6535732199185084	0.728481041420108	0.7204674874349462	0.6487009258889361	0.3891780887603036	0.39746784673201113	0.3772358353911708	0.3859996566041193	0.38696179382962265	0.39746784673201113	0.38696179382962265	0.38238598313683236	0.6375480778037268	0.6618538663408169	0.5421258980864456	0.7175024439423378	0.36769285667700347	0.462410303619187	0.4797721601230212	0.47679026008492265	0.3129100943542422	0.3188355714126509	0.26896837235118154	0.31369006031902436	0.29746548606852763	0.29096001575668595	0.24258319758053443	0.33499553626513634
