	label	spaGCN_9	spaGCN_6	spaGCN_10	spaGCN_1	spaGCN_4	spaGCN_7	spaGCN_14	spaGCN_13	stardust_2	stardust_3	stardust_1	stardust_4	scanpy_2	scanpy_3	scanpy_1	bass_5	bass_2	bass_3	bass_1	bass_4	labelBayesSpace	CellCharter_2	CellCharter_3	CellCharter_1	GraphST_5	GraphST_8	GraphST_9	GraphST_2	GraphST_3	GraphST_6	GraphST_1	GraphST_4	GraphST_7	SEDR_5	SEDR_2	SEDR_3	SEDR_6	SEDR_1	SEDR_4	SpaceFlow_2	SpaceFlow_3	SpaceFlow_1	SpaceFlow_4	DRSC_2	DRSC_3	DRSC_1	DRSC_4	seurat_2	seurat_3	seurat_1	seurat_4	BANKSY_2	BANKSY_4	STAGATE_12	STAGATE_11	STAGATE_2	STAGATE_3	STAGATE_10	STAGATE_1	STAGATE_4	STAGATE_13
GraphST_8	0.3077354227304833	0.5123441290367146	0.434826055013032	0.5268608807558177	0.41846012215541467	0.4305213363851243	0.42694907366941415	0.5316195492059025	0.521721564915038	0.23234170373518462	0.20196634234361716	0.20256189314419212	0.2299358777710188	0.39063473702535895	0.3732394192506757	0.3757280073645363	0.2303153999732225	0.5253645932589093	0.20351913366303376	0.21202607343854163	0.15286817618714504	0.3414242047213067	0.4340992981963441	0.4309955333959125	0.431963979181956	0.49605333344082936	0.0	0.5284339438306016	0.46120805915459945	0.3233431800923203	0.3399220121408683	0.6319263023032526	0.7987098703534163	0.37688930120904446	0.18558774237274636	0.17322566385120333	0.17033696894126432	0.23176607141512462	0.3003754514555909	0.2963075335621116	0.25896684768477807	0.1732431829103614	0.34039131631277497	0.2168624917981887	0.20844625027179256	0.2101692119322399	0.19617169890415048	0.22872382847602224	0.22445975648411823	0.22372236476535817	0.2234527882616969	0.21973345250860146	0.2149654717772338	0.19775918504470483	0.21281068199229886	0.30018710442848184	0.25835462894686834	0.2367622288798207	0.24740776511761994	0.37953126436890094	0.21403914147625935	0.23569953229473628
GraphST_9	0.2178113551951043	0.44760449414127956	0.49122141992281665	0.45838387691980315	0.47262646277513326	0.4812992839084597	0.4910187780622193	0.46552795718965784	0.4579517054917118	0.33267838660791893	0.2824412815874341	0.2822425858933358	0.32965885166026054	0.5203913770057138	0.48955732495931964	0.5054318247514957	0.28761350079651665	0.4563895384683129	0.24747148309040887	0.2561570222395853	0.2410561615801142	0.34389860351160073	0.5193042976549548	0.5248303896033855	0.5162543023712357	0.8900646632581874	0.5284339438306016	0.0	0.6885136921492597	0.4106691412335573	0.4726139010565518	0.40144472822770577	0.5263474752139898	0.4978333354555304	0.28355709686386527	0.33392719379754177	0.34344888745265356	0.29891394387088155	0.24188521680999003	0.24268949680010685	0.30373512108236533	0.25715304784678034	0.49334404770077567	0.3993310476757138	0.2567717718964014	0.25549966476889696	0.23432968827014883	0.278942638190921	0.257407692868912	0.2585289199582108	0.2580309283723587	0.2919454473451408	0.3028170674053171	0.26827339700772207	0.29999077554346615	0.41956772361339006	0.35770372932939926	0.2817914180945327	0.35829205366325534	0.4208929425989952	0.3026774843557257	0.29120472476768
GraphST_2	0.2319775444521862	0.45778920348049223	0.4946537977473297	0.46061562712890103	0.49395386208000136	0.5018612036592884	0.4880689904438167	0.4577962086926992	0.4546070820652194	0.29979791678100026	0.2852740911192467	0.28368535477715107	0.30017394092465066	0.5379771255859892	0.5082281932355994	0.5294499559761344	0.26370524716650845	0.4171100015950758	0.2248781041154726	0.23221273256206285	0.21359013447656236	0.3139445577089036	0.48091283585718825	0.46221584391060866	0.4849284551470448	0.648094488577621	0.46120805915459945	0.6885136921492597	0.0	0.45254151716460556	0.34933854284858606	0.47468838461402707	0.4411443677813649	0.37306188621444236	0.2762002205915866	0.2964586254633989	0.2907659908419173	0.28686076899529817	0.21277064490263586	0.21598386167357686	0.2786155142351979	0.2388869479830422	0.4400738735745689	0.3313526261191036	0.23963197418970686	0.24344422002763583	0.21960515742961592	0.26729594389903405	0.2839878600240469	0.28433160305765165	0.2836482447635365	0.2923414967378868	0.2952632552840429	0.25013674906539257	0.28983366350001577	0.37499147386599424	0.35329306501348895	0.2880916077159865	0.33754362836323387	0.427203070907471	0.2906733186709317	0.26831719974763996
GraphST_3	0.29485707653033694	0.3053238139758311	0.3911889514789998	0.3138925554955647	0.38636413668367336	0.3978013000638115	0.38512004445369497	0.3121165563402207	0.3044452704973041	0.12905372317537206	0.11165747257259585	0.11154239014947234	0.1271413106386703	0.3678096589418414	0.3389652152436725	0.3600339752962219	0.2504116745700232	0.2816361219399584	0.2125005241741149	0.22371508962363568	0.030364046416762214	0.3596752954623382	0.32613947730785914	0.3156842997442844	0.3234078039522655	0.3836672481669949	0.3233431800923203	0.4106691412335573	0.45254151716460556	0.0	0.6493975712771979	0.31700137590629257	0.30278930467444426	0.7055731005093098	0.07572055412581268	0.13054400186894718	0.13460309570340773	0.12314330812007117	0.0027086064442713893	-0.008957744487971538	0.12241035479448095	0.07125509832084025	0.311115283404476	0.1724184059155382	0.04071327822375389	0.025704543907479314	0.007049052586149888	0.044491369037145574	0.06302861587707455	0.06298182511060904	0.0628460903077711	0.12878248466508815	0.1475692052926496	0.014959484368754232	0.03729384436858378	0.27933605498665365	0.16439859793274847	0.06373563131710788	0.16693657681836008	0.28166875137488406	0.0379008992268259	0.06382072482804911
GraphST_6	0.2786317594478421	0.23902923648816746	0.31293422493674977	0.25093190000071225	0.28513207964898035	0.30294905448111037	0.3009675996751077	0.2560335966716536	0.24670465036164735	0.1396841651950866	0.07614793885746615	0.0747491744356782	0.13340470742995558	0.3126704473768365	0.2873103332418047	0.30173099027173805	0.24372232574727315	0.25356196750253984	0.20650732921653495	0.21917870095115652	0.048714131040530156	0.38230887899188987	0.3090595426828247	0.3227847993703958	0.30558493662950376	0.4872309922421671	0.3399220121408683	0.4726139010565518	0.34933854284858606	0.6493975712771979	0.0	0.22134275399642558	0.3613678103013941	0.8854226863354017	0.06838618840706494	0.10419613107044126	0.10901035319858367	0.1070506331577358	0.009571473300730254	-0.0035525190457515415	0.14081760985299152	0.08782509756932239	0.3567778263914599	0.249686953461216	0.03692146921493428	0.03995730659249009	0.02024108821526267	0.05598457017794464	0.036624306077914726	0.03758722721189903	0.037511954681132414	0.0868830370911697	0.13083211600901512	0.008504378751990858	0.03917211044665911	0.30318610866948975	0.16094635386514067	0.06006669740569401	0.15975374433507433	0.21719042214855105	0.040090799006428056	0.07065585289865499
GraphST_1	0.29694081107693565	0.5241913169963393	0.44097527467830105	0.5314597259914361	0.45099674825677266	0.450757225894633	0.4399498691577593	0.5231256494353287	0.5173321842052183	0.20434805394896377	0.23495053252442324	0.2362074182273395	0.2067624718831904	0.43077732628740595	0.42226827881915063	0.4254604552961518	0.2237836095773549	0.48332512154994545	0.19817661374952	0.20275918572567672	0.14363718723510785	0.28007604258795277	0.40031089154910654	0.38413124390568304	0.4041975574394349	0.36606090010772596	0.6319263023032526	0.40144472822770577	0.47468838461402707	0.31700137590629257	0.22134275399642558	0.0	0.5283049544314193	0.24962122601547632	0.189979622319215	0.17575948076845424	0.17126118037735025	0.23377671029796285	0.27655454893678744	0.27121867659428517	0.23603135164144096	0.15654324726473082	0.28803012779097503	0.170419499325369	0.215796450712513	0.2159832397690725	0.20114941882648552	0.2401929956260996	0.26637722016099713	0.2663098288874778	0.26541119610159125	0.2532133506543744	0.22282134320021027	0.1965370049256964	0.2234045232695131	0.25222673684167346	0.24901839276302404	0.2557516710579878	0.22633649445282453	0.3964510749678872	0.22621608483337513	0.23583035789785156
GraphST_4	0.274352987961834	0.46989758540975846	0.3986810226544416	0.48238585502196724	0.3816939361683691	0.39392609035558	0.3916488709411074	0.4880775400138756	0.4784163539146704	0.22924152547972376	0.18418683180726356	0.18502776514903146	0.22645831742270717	0.35974936779103167	0.3425826208437649	0.344117362995257	0.21633936752268065	0.5005240236723235	0.18930153342139064	0.1973497075483627	0.1547462112368004	0.3500066677357827	0.412768115608812	0.4161142621453484	0.41209522308789653	0.5278728001900241	0.7987098703534163	0.5263474752139898	0.4411443677813649	0.30278930467444426	0.3613678103013941	0.5283049544314193	0.0	0.3714857874669221	0.18616759760869045	0.17460365209315826	0.17682697954963583	0.2308465450164366	0.2994253289466917	0.29780065583441045	0.253962402467925	0.17399589555146905	0.34580888586462705	0.2295925513431447	0.18909939530268796	0.1914596258635134	0.17897040552018811	0.20685749889123425	0.2027152372367464	0.20203926188896135	0.20177305465982254	0.20074513323687476	0.21355745880433352	0.19658003587758024	0.20019921063664564	0.3050125630224971	0.24122968511014395	0.21813880953731776	0.24483862463019485	0.3539510288853668	0.2013900137477758	0.22473091543697235
GraphST_7	0.28855017652949483	0.2655888317911675	0.3602372194640002	0.27798585197274245	0.3294808962007839	0.3498909059596655	0.348814476680041	0.28467426595390866	0.27515341996717535	0.14467837849378973	0.09281391397712202	0.09232775288147547	0.1382424872863511	0.3321031217668059	0.30730139328209405	0.3202929848434724	0.2642931404616716	0.2774801320439563	0.22068750148279537	0.23405069488647717	0.04286728337783885	0.3860464610011944	0.3340108413451006	0.33676722702211986	0.3304470799620502	0.47210730815146834	0.37688930120904446	0.4978333354555304	0.37306188621444236	0.7055731005093098	0.8854226863354017	0.24962122601547632	0.3714857874669221	0.0	0.07343976033773715	0.1183045198908436	0.12491207829021357	0.11882126456205251	0.009199257905662788	-0.003828817274820521	0.14084636063656272	0.08968290540857161	0.36092184892802126	0.22903673917175138	0.04065832017044831	0.03818138549711851	0.017649839921490145	0.058726979135939376	0.04536019437649316	0.04584669813587873	0.04575414298087784	0.10388943793435075	0.14491785181437708	0.012682972625580529	0.04127898833791786	0.3176381824483318	0.1718948458000062	0.06809632722520143	0.17392709733306833	0.2445172477222904	0.04271567052540704	0.07424617409177708
SEDR_5	0.012297494632542942	0.2016612596884137	0.477910910598121	0.2047560144843056	0.4684197322555709	0.4741484208086986	0.4722397336107225	0.2047435529239958	0.20337380322152265	0.33428727749939585	0.5693051840320098	0.5604696055229869	0.33839458752214135	0.29620637525252796	0.30664749389863866	0.2981211384862004	0.2413181841975938	0.18863980610323236	0.23515301994957233	0.24635711998984877	0.4050090468501882	0.24108978583262494	0.2827224550968799	0.2729059777236197	0.2838013062092462	0.27169095694803064	0.18558774237274636	0.28355709686386527	0.2762002205915866	0.07572055412581268	0.06838618840706494	0.189979622319215	0.18616759760869045	0.07343976033773715	0.0	0.5534229893212502	0.5471996560406295	0.4810118464529203	0.39166408091406796	0.4317724739457072	0.34144724975336277	0.684101589514713	0.459474739363834	0.34432424904292597	0.31336088262685013	0.3215326438360971	0.3139701340894538	0.32924353714734855	0.35431691307032875	0.35476756638580204	0.3532004858600122	0.5874467120889221	0.7286213457536542	0.7090295930598497	0.38218073812252046	0.37156227139219816	0.38198303861750765	0.34705256380416005	0.3578481567476408	0.3528892492494694	0.3831734950882366	0.326607174143001
SEDR_2	0.013546130591227766	0.19132148042155106	0.43744420185410093	0.19483628378287726	0.4369318634102992	0.43546987110916563	0.4374277565282655	0.19579820478501833	0.1943694588855716	0.3652356637488974	0.5044384487685928	0.508133302643858	0.3680950228385189	0.37969071612303307	0.38390991893877663	0.3844993673359065	0.20268422545968898	0.19607400695114172	0.20046510197347397	0.20590178928362973	0.3943606002448457	0.07691441638983848	0.25227483216423463	0.2497167622086525	0.2507761151544362	0.3161409521635561	0.17322566385120333	0.33392719379754177	0.2964586254633989	0.13054400186894718	0.10419613107044126	0.17575948076845424	0.17460365209315826	0.1183045198908436	0.5534229893212502	0.0	0.9502441315894543	0.5038361887560898	0.4171260806183716	0.45804833067523115	0.34586859263843733	0.44207955858000275	0.24710788771257414	0.38580361418326076	0.33476583352523803	0.3176697907654721	0.30426107916588113	0.32728795979674197	0.3598481286933137	0.360322553710485	0.3586721337027369	0.5493444630423451	0.5913477237606836	0.7248278857459942	0.38819735645811115	0.2473321930859734	0.3488279784482103	0.354108770256536	0.3428211559728939	0.33918278882774017	0.39071679585123165	0.34672387271627303
SEDR_3	0.010388699862089942	0.1819892197295159	0.43252632724422385	0.18586242155287325	0.4337040949762516	0.4310661695049349	0.4324594096844665	0.18572437930901864	0.18354094772431553	0.36656435089754597	0.50519512156022	0.5059625649320776	0.3699820320723995	0.37433625254902625	0.3764925419953148	0.37741271985996605	0.1909002269255098	0.1951121996515403	0.1861731652770954	0.1940172782027495	0.3903749751153875	0.07772503590754491	0.247781901867617	0.24840689119453085	0.24550041288956184	0.3254956170300093	0.17033696894126432	0.34344888745265356	0.2907659908419173	0.13460309570340773	0.10901035319858367	0.17126118037735025	0.17682697954963583	0.12491207829021357	0.5471996560406295	0.9502441315894543	0.0	0.5279446062395641	0.4340956348926032	0.4638968949801458	0.3388498914962252	0.4382622111573926	0.2571684612326517	0.382365440083128	0.3332420511559113	0.3158566172626294	0.3006154148423662	0.3271462599456348	0.35957524496941784	0.3600690152662741	0.3583507809095349	0.5415216956819425	0.5906648171806922	0.7277087016997612	0.3879801593901045	0.2517717238188313	0.34174141899750976	0.3546074269717933	0.3465021142598272	0.33405537999564244	0.3902448868900247	0.3631939621363511
SEDR_6	0.017146672092396512	0.19062572309937284	0.48726206716438714	0.19432742760711344	0.48819338053267725	0.4886957049165212	0.4827999047775268	0.19289294770014134	0.18969787457040335	0.34754866500590215	0.2885412894984627	0.28844373709592575	0.3524904709456521	0.3139127199228624	0.31465183724926454	0.3140248773392444	0.34761617093748726	0.19407485438511082	0.29880899930600596	0.2982687597225122	0.5515985680290887	0.22908520406978833	0.39702129537518155	0.39114158009392735	0.40152967100302767	0.29027885168631945	0.23176607141512462	0.29891394387088155	0.28686076899529817	0.12314330812007117	0.1070506331577358	0.23377671029796285	0.2308465450164366	0.11882126456205251	0.4810118464529203	0.5038361887560898	0.5279446062395641	0.0	0.3684623027181857	0.39220615309650325	0.5627162709883464	0.3533779380018668	0.5515390467815557	0.36862317481947543	0.5621855781550178	0.6240130414681903	0.5395833964397208	0.6824306647789424	0.7664056058714529	0.7604159452416666	0.7643693693363492	0.32266495272763235	0.40965401456114225	0.62786918626839	0.6501252662161978	0.4555156758541951	0.379846395550246	0.740920882486236	0.38750476077131374	0.3392567879484061	0.6424434334876072	0.7570302086234137
SEDR_1	0.05957291072147848	0.3980252713187283	0.3133470609917381	0.4065507368507798	0.3122031469355688	0.3106689378273948	0.3180530874404649	0.4098245260482187	0.40467642455762937	0.3988172182843654	0.3717627768992529	0.37023295574119697	0.4035596419731234	0.24425884461302222	0.23448116874770247	0.23891757657390833	0.1696956640184223	0.4420332148630831	0.1846250506289605	0.18454335627677015	0.2722146916931809	0.18936235177461017	0.2172621026520345	0.22182996856267997	0.21745271064052285	0.23906964984355375	0.3003754514555909	0.24188521680999003	0.21277064490263586	0.0027086064442713893	0.009571473300730254	0.27655454893678744	0.2994253289466917	0.009199257905662788	0.39166408091406796	0.4171260806183716	0.4340956348926032	0.3684623027181857	0.0	0.9044791572264398	0.23271024674433533	0.2861628285896896	0.15051893914717795	0.3025288904124039	0.34300961097909494	0.35372280044153764	0.3375045929399868	0.3730320672785261	0.4186943712568826	0.41927395047371824	0.4172551487503538	0.34525529612171	0.3123630833404922	0.5607752105422567	0.4513905273309711	0.1378746824388794	0.38240115096043664	0.4053963916872511	0.3816157237108258	0.4531467090260707	0.45165722505695	0.4247167742032565
SEDR_4	0.049703561554254455	0.3763664745198974	0.3230295091899699	0.38297110012609464	0.3207059190404679	0.31986252258790054	0.32647338646968876	0.38600982594656513	0.38294884970768567	0.40043491996356695	0.3953808469035907	0.3936143513738123	0.4054309106363984	0.2502814888262375	0.24209333504656438	0.24382498210345943	0.16051267410442083	0.41939721788391293	0.17078012559304467	0.1717277571775755	0.3073117300183538	0.15998439892870225	0.21796530585742724	0.2234129488840408	0.21949020658008403	0.24048499271291526	0.2963075335621116	0.24268949680010685	0.21598386167357686	-0.008957744487971538	-0.0035525190457515415	0.27121867659428517	0.29780065583441045	-0.003828817274820521	0.4317724739457072	0.45804833067523115	0.4638968949801458	0.39220615309650325	0.9044791572264398	0.0	0.25133695204549134	0.3231461732469703	0.1611897609894766	0.29787910932642864	0.3783813467769125	0.3930348280008249	0.369015503842863	0.41353826262003307	0.44625961132556013	0.4468879453894185	0.44469846717774436	0.3633438811706611	0.3412581797628032	0.618417330594023	0.4898034646312724	0.13760185661856225	0.3882892051383113	0.4406257703378082	0.382397548148988	0.4491086481741118	0.4927068629976027	0.4492563050672521
SpaceFlow_2	0.08283436304548854	0.26476908866425974	0.331570481868852	0.2679780996407382	0.32901680499577013	0.32944443924628913	0.33400120053793936	0.2728558453375721	0.2715113782462931	0.3155798853430272	0.24980557254102048	0.24790596947569044	0.3160924585352259	0.2746990310125508	0.2779253122528888	0.2700540944670921	0.34066449147419203	0.2623619992885304	0.38399262176686044	0.3881629899111282	0.5864907105825106	0.3100436813180867	0.45797589934794825	0.46416420733842134	0.4709601817483316	0.3063587765501905	0.25896684768477807	0.30373512108236533	0.2786155142351979	0.12241035479448095	0.14081760985299152	0.23603135164144096	0.253962402467925	0.14084636063656272	0.34144724975336277	0.34586859263843733	0.3388498914962252	0.5627162709883464	0.23271024674433533	0.25133695204549134	0.0	0.3399588105160849	0.5613952792416034	0.40090122783432647	0.47051873896008833	0.5877486429264916	0.6085245445300813	0.5393956244573905	0.47352350399900633	0.47249336690667576	0.4761130511387495	0.3008488724609367	0.3619010375887498	0.4297446949698442	0.463815284304753	0.5316573822929771	0.2659162154399873	0.5194719946516011	0.26091330384658973	0.2307688589289239	0.46471700138835775	0.5273412021657938
SpaceFlow_3	0.03873382199851507	0.20872663082401496	0.43104623242527446	0.20965532351264038	0.4154927794958884	0.4265335440683701	0.4217643839537589	0.21150039256114161	0.21151734800063962	0.3501473212351732	0.5400404727788561	0.5307384372196285	0.3496482960689478	0.27287186868464275	0.27618086293959654	0.266171782533605	0.3478314552632218	0.21707730488709603	0.34543603026410497	0.3486752798113326	0.45256803454731015	0.2260881872534463	0.3691605475266637	0.3641651779011143	0.3587199311882539	0.25250926279731467	0.1732431829103614	0.25715304784678034	0.2388869479830422	0.07125509832084025	0.08782509756932239	0.15654324726473082	0.17399589555146905	0.08968290540857161	0.684101589514713	0.44207955858000275	0.4382622111573926	0.3533779380018668	0.2861628285896896	0.3231461732469703	0.3399588105160849	0.0	0.46265932317973685	0.4274897260916789	0.33221829660430907	0.3219232267912057	0.3304076401154098	0.3159931749132152	0.2704079209000314	0.27057708057603397	0.269996921979452	0.5730973796338128	0.7273598260730261	0.5394669158690717	0.30811196482500525	0.4776503280439084	0.4100859550767258	0.29009519759874536	0.3843279229157032	0.34174834448883384	0.3106847299609626	0.2722364553901279
SpaceFlow_1	0.18342970740655618	0.3023519592284273	0.4781008127459148	0.31391587315602504	0.4610293281999084	0.4725476789498284	0.473134757932238	0.3200776872796521	0.31078318646952985	0.3736568418947502	0.2673996773413922	0.26130046162490517	0.37671181206474297	0.4504370403757065	0.43435016986562125	0.44347239688717843	0.38370754672824264	0.32002714952152395	0.32494953916038977	0.3354529002407806	0.34543289877212524	0.49844619280411107	0.5532805784864762	0.5491052622329825	0.5489431862642306	0.49034673229694653	0.34039131631277497	0.49334404770077567	0.4400738735745689	0.311115283404476	0.3567778263914599	0.28803012779097503	0.34580888586462705	0.36092184892802126	0.459474739363834	0.24710788771257414	0.2571684612326517	0.5515390467815557	0.15051893914717795	0.1611897609894766	0.5613952792416034	0.46265932317973685	0.0	0.49458466059300393	0.37495956579452067	0.4229753595282438	0.3702595339369866	0.46328627678533885	0.4299185250686084	0.42625527692225534	0.4309651694146785	0.2991890087023985	0.41494706093793104	0.31292324491370016	0.3810242724468443	0.7813595864507289	0.4638548302069889	0.47275815743101396	0.4776516193325192	0.3159271393635178	0.381977575925316	0.500159760976879
SpaceFlow_4	0.11378236076905138	0.2895058144267557	0.4389919611214798	0.30021877468813646	0.42716710714465345	0.4335575675556204	0.44088439169839766	0.30612124008828256	0.2982763069556535	0.5860911350549093	0.2022750257857633	0.20243276664491766	0.5847115914312506	0.33491783339453385	0.3148088016315905	0.3305813327899459	0.29029817433849336	0.33208899264398917	0.34543085060201173	0.3543854642754264	0.473431646708665	0.2129945631053487	0.27740963352151926	0.29804776061570404	0.2765182021797188	0.4204066420629149	0.2168624917981887	0.3993310476757138	0.3313526261191036	0.1724184059155382	0.249686953461216	0.170419499325369	0.2295925513431447	0.22903673917175138	0.34432424904292597	0.38580361418326076	0.382365440083128	0.36862317481947543	0.3025288904124039	0.29787910932642864	0.40090122783432647	0.4274897260916789	0.49458466059300393	0.0	0.3132022285848007	0.37901662979584955	0.3881205625147583	0.3439454228867325	0.26705093291762605	0.2666414154428377	0.2680899071540559	0.2183720006195117	0.3020230083728981	0.38866521579352753	0.2794058923901593	0.442227499577489	0.5024001532537922	0.31066733237073085	0.5173949371529034	0.3456468880009006	0.2803417503493491	0.32205631924112565
DRSC_2	0.02526105656699783	0.24571612522404576	0.35203234049245274	0.24610771734964917	0.36229678082278777	0.35520225208277123	0.3588856636822033	0.24665664037385124	0.24672812707768088	0.34835158144278144	0.3194771403378406	0.3186700300036644	0.3526105716600201	0.27510967763812244	0.27695649128908684	0.2683510610209624	0.4065768889940586	0.24776482313350595	0.3915618434056103	0.38668348319788626	0.5136248228908867	0.1533630878105774	0.37277528075556077	0.37205394749948434	0.3766714058199689	0.25027125539257017	0.20844625027179256	0.2567717718964014	0.23963197418970686	0.04071327822375389	0.03692146921493428	0.215796450712513	0.18909939530268796	0.04065832017044831	0.31336088262685013	0.33476583352523803	0.3332420511559113	0.5621855781550178	0.34300961097909494	0.3783813467769125	0.47051873896008833	0.33221829660430907	0.37495956579452067	0.3132022285848007	0.0	0.8261640581355508	0.7404608898241665	0.8224592582884093	0.6624266206727383	0.6612353228693524	0.6654193409294429	0.32976961137006716	0.30668711870964416	0.42409635107084426	0.6479042160536739	0.32456626992230003	0.3992681813487018	0.7387058867765938	0.3671389895427816	0.3795989318957336	0.6549030918019927	0.7261345213535737
DRSC_3	0.015459889048343776	0.23939562627506258	0.3536246106896509	0.2400334448413347	0.3566988374979147	0.3551272504279565	0.35504494228580763	0.2402760202520991	0.24001997864677774	0.39052117448575074	0.3280877285819857	0.32745373401506334	0.3954309910931855	0.2658098103802163	0.2703135837748241	0.26108892862636623	0.43755230423329544	0.24250809495434714	0.4605594877858706	0.45438662541955294	0.6007872630976673	0.16180748881364368	0.37427432367074837	0.3771499802185813	0.38623080991462183	0.24892760505700912	0.2101692119322399	0.25549966476889696	0.24344422002763583	0.025704543907479314	0.03995730659249009	0.2159832397690725	0.1914596258635134	0.03818138549711851	0.3215326438360971	0.3176697907654721	0.3158566172626294	0.6240130414681903	0.35372280044153764	0.3930348280008249	0.5877486429264916	0.3219232267912057	0.4229753595282438	0.37901662979584955	0.8261640581355508	0.0	0.8697265447773297	0.9062119984888131	0.7258889312576597	0.7245680152171106	0.7292053427467383	0.3548420238836525	0.30774134777018236	0.4490556087723821	0.7066721462318755	0.3684420823085274	0.4261703920302801	0.8087678714516877	0.4021091676754138	0.36881106733759844	0.710128100340386	0.7941793927185464
DRSC_1	0.01726405983741346	0.24177522073472962	0.3118649099707506	0.24290225337098365	0.31477133346460073	0.3129295204775882	0.3134167496029777	0.24319649360946355	0.24285713757772745	0.3891236694498683	0.3326845906520844	0.3315592181602062	0.3944321669246962	0.23601749815227174	0.23955277372296693	0.22957177782540988	0.42563142935786075	0.2468759218909483	0.46959260428763283	0.46774510244650325	0.6008801240680697	0.1536134474552917	0.35236508910507947	0.35776708936331014	0.3658667398804393	0.22975263280120367	0.19617169890415048	0.23432968827014883	0.21960515742961592	0.007049052586149888	0.02024108821526267	0.20114941882648552	0.17897040552018811	0.017649839921490145	0.3139701340894538	0.30426107916588113	0.3006154148423662	0.5395833964397208	0.3375045929399868	0.369015503842863	0.6085245445300813	0.3304076401154098	0.3702595339369866	0.3881205625147583	0.7404608898241665	0.8697265447773297	0.0	0.8061486955791622	0.6410636719027516	0.6399224046351627	0.6439314215963159	0.37593233935083775	0.3195233254178409	0.41555148875502307	0.6365782068173674	0.35226614887833113	0.39649752485132633	0.7203731379980411	0.37248172243937394	0.3480639364377879	0.6410259240257163	0.7094930826453812
DRSC_4	0.019336264915407332	0.24233332968700322	0.386153421235161	0.24383559471276828	0.3914557119802629	0.3894174015144711	0.3874692509042649	0.24342537057764693	0.24229553062009165	0.3848799060020289	0.3345143731301534	0.33425568445274395	0.39052116500948864	0.2937347774295544	0.29782283342991644	0.28724215869923553	0.45884052675074644	0.2443952212438985	0.40701765127636297	0.4002156934071433	0.5523106322722834	0.17448890099666559	0.39779768492432005	0.3978336733174273	0.4091580124127786	0.2670125307648298	0.22872382847602224	0.278942638190921	0.26729594389903405	0.044491369037145574	0.05598457017794464	0.2401929956260996	0.20685749889123425	0.058726979135939376	0.32924353714734855	0.32728795979674197	0.3271462599456348	0.6824306647789424	0.3730320672785261	0.41353826262003307	0.5393956244573905	0.3159931749132152	0.46328627678533885	0.3439454228867325	0.8224592582884093	0.9062119984888131	0.8061486955791622	0.0	0.7996762373423121	0.7982243700264839	0.803319461913372	0.3489655235835812	0.30290010394537475	0.47470736775719435	0.7752287094495209	0.3874259253047015	0.45576140497533696	0.8924799687782832	0.4238675071763447	0.39361168858065565	0.7798647030146212	0.8757006321979698
seurat_2	0.0076112228764446	0.22979360896102907	0.3939260037144001	0.22858999236612518	0.405070392252151	0.4002872530656885	0.39384964244659637	0.22308230273754434	0.22308054320645823	0.38640040070558734	0.3888662348340783	0.3889781686602881	0.3950336758479599	0.3422632718570445	0.35768147047115634	0.35568597227361404	0.35886843538956137	0.20714937537199404	0.3121029671825953	0.30761277342838445	0.4578697477761105	0.17439927163940488	0.34824712876792513	0.32926476232453344	0.3601404837585549	0.24248710846072638	0.22445975648411823	0.257407692868912	0.2839878600240469	0.06302861587707455	0.036624306077914726	0.26637722016099713	0.2027152372367464	0.04536019437649316	0.35431691307032875	0.3598481286933137	0.35957524496941784	0.7664056058714529	0.4186943712568826	0.44625961132556013	0.47352350399900633	0.2704079209000314	0.4299185250686084	0.26705093291762605	0.6624266206727383	0.7258889312576597	0.6410636719027516	0.7996762373423121	0.0	0.9901506455634292	0.9958846060705803	0.382447126585768	0.30788178097415536	0.5135034786803713	0.7679774611349989	0.33435828853289645	0.4491212657302233	0.8898015050844882	0.42865271649114856	0.3848654023405411	0.7679807767819012	0.8457924274282874
seurat_3	0.007304611311105935	0.22960469903746622	0.3933657031969604	0.22818397251367822	0.4051993468150997	0.3997139988522161	0.39398205626311816	0.22270655652250113	0.22291722963726512	0.3851661544431804	0.38921793461766513	0.3893357049835436	0.3937785413169862	0.3409527628072531	0.35629880562005617	0.35504722571435005	0.35762645291098094	0.20652075919069462	0.31103282149693834	0.30656849824558324	0.4626382431112604	0.17566994527582927	0.34648313973962946	0.3290579392121514	0.3591105438237509	0.24356232434589714	0.22372236476535817	0.2585289199582108	0.28433160305765165	0.06298182511060904	0.03758722721189903	0.2663098288874778	0.20203926188896135	0.04584669813587873	0.35476756638580204	0.360322553710485	0.3600690152662741	0.7604159452416666	0.41927395047371824	0.4468879453894185	0.47249336690667576	0.27057708057603397	0.42625527692225534	0.2666414154428377	0.6612353228693524	0.7245680152171106	0.6399224046351627	0.7982243700264839	0.9901506455634292	0.0	0.994243065633	0.3825707325527083	0.3080821878134497	0.5142203614819636	0.7720306455732189	0.33125791917801234	0.4473388771055273	0.8882576658076414	0.42556028131231977	0.38470388824064444	0.7706678487473217	0.842776342608192
