	Br8100_151674	Br5292_151507	Br5595_151672	Br8100_151675	Br5595_151670	Br5595_151671	Br5292_151509	Br5292_151510	Br8100_151676	Br8100_151673	Br5595_151669	Br5292_151508	visium_breast_cancer_SEDR	sample_D4	sample_D14	sample_D7	sample_D10	well09	well01brain	well05	well03	well08	well07	well06	well11	well10	C57BL6J-638850_6600	C57BL6J-638850_6400	C57BL6J-638850_8000	C57BL6J-638850_7200	C57BL6J-638850_6800	C57BL6J-638850_7800	region_main
SpaceFlow_2	0.4176446912819515	0.5366688224581582	0.5113733634240658	0.4411204171321423	0.46588744853355063	0.5302583529962951	0.39568729838183153	0.5044977114479152	0.41570667253579	0.41572038865834476	0.5326245492089887	0.4059874111333074	0.5880204642986486	0.38346756821295347	0.5389090217672599	0.43206402132372934	0.4382090409942743	0.7175224174996829	0.44167138562159824	0.8779194010054059	0.7667689675235204	0.5362112988010774	0.7063746251928902	0.6343584656729419	0.5703284569833912	0.7265501590028057	0.44135071215357885	0.4343953168710753	0.4908531765221367	0.47934586996799	0.5089697162130612	0.4766891337116641	0.5814592949558608
SpaceFlow_3	0.42020315543519454	0.4455103744427916	0.584678841789381	0.42464530926098887	0.5344848002554243	0.5220389182091842	0.34991535486831626	0.40329169896675227	0.3914478049631423	0.4314900432363842	0.4482726885767292	0.3510675969950386	0.5671113590635342	0.3767795835835459	0.44980397369762753	0.3823970734981377	0.4215639550816988	0.7052388822720759	0.43503366073279415	0.7871886231132316	0.7463919575313486	0.5938677266145632	0.7083649711535889	0.720187189903687	0.6426647305325004	0.7384729138096371	0.4839646747512139	0.45391223781065726	0.5388983841443322	0.4918384616169653	0.5425498736651476	0.48341270595660696	0.549757994033722
SpaceFlow_1	0.43874741935754247	0.5872606217605372	0.5228397155232642	0.4575240823243109	0.4801503630320596	0.5381230423456015	0.46233427239581637	0.4092919426785851	0.42952921481445466	0.5000305659536608	0.4830744812451141	0.41822357820729406	0.5337088360528263	0.3704675943258162	0.46396248972369286	0.43956837613093064	0.4385998625790996	0.7124315502247578	0.4489293404622072	0.7780716737705322	0.7296299039926717	0.7110045405094375	0.6767403102306455	0.8357347769676301	0.7461946150966298	0.714837163679319	0.4839646747512139	0.45391223781065726	0.5388983841443322	0.4918384616169653	0.5425498736651476	0.48341270595660696	0.549757994033722
DRSC_default	0.618693144791315	0.5828155480623933	0.6787330783651063	0.5677058191154515	0.5963138794306009	0.6694455319050004	0.5011820184686149	0.6240355299696988	0.4982670586029721	0.6062679417666451	0.6107905218887166	0.5615320029572533	0.5463287680695063	0.5008843424019697	0.7182087212133241	0.5431689972940081	0.7245612071779108	0.5925884510067023	0.36365794633376675	0.4417692583335337	0.4558071160258673	0.4302468032295778	0.4240477532489174	0.41884408524338923	0.3683039233693416	0.6873276913204558	0.3126384919584637	0.3439189318567676	0.34685659932810226	0.29503092961933114	0.31305775293082905	0.3453623865520037	0.30459617281727197
DRSC_FindSVGs	0.4764465988029672	0.5312287319006426	0.5628104606354718	0.44274586882058153	0.5609011536595021	0.61985353236283	0.5119944693061491	0.554314681049418	0.39259815652101776	0.44676956548202096	0.5552939215886044	0.5096414862503055	0.6092555086996045	0.5214405284455023	0.6826661248384578	0.5595965200564644	0.6774536092748794	0.6776092061487795	0.3729156278264948	0.4892983244298999	0.41536466213402895	0.4694417908425198	0.37699112632244147	0.46213181966795036	0.4868159531863644	0.6481703249057227	0.29493268385177385	0.3475550169211901	0.33438646626639074	0.2999468779940387	0.33386875165767177	0.3206461877902934	0.30459617281727197
DRSC_all_genes	0.5333833323142959	0.6012417884741638	0.6622625562355802	0.406375284132501	0.5812365647380391	0.68039808255295	0.6303271338409591	0.5751991078814517	0.48581821176899376	0.6403633537706309	0.6040607980939293	0.5400324352871821	0.6112324817309845	0.3774635406197647	0.6917347495723123	0.5271027115784076	0.45713617579255034	0.5925884510067023	0.36365794633376675	0.4417692583335337	0.4558071160258673	0.4302468032295778	0.4240477532489174	0.41884408524338923	0.3683039233693416	0.6873276913204558	0.3126384919584637	0.3439189318567676	0.34685659932810226	0.29503092961933114	0.31305775293082905	0.3453623865520037	0.30459617281727197
DRSC_FindVariableFeatures	0.5040783992063611	0.5232650132257817	0.6437883783450503	0.5267773474218961	0.49024159304506676	0.6664090378386974	0.47606291038518567	0.43974877666353557	0.5006107527569381	0.5312855455941834	0.5015761175850768	0.4474955223618377	0.5914618341883879	0.5922965837212791	0.7499114500580398	0.5391326069272485	0.6152847014430858	0.34476415263788524	0.36820596244902976	0.47325668564039264	0.4544806590968612	0.4372873785008863	0.39869852250587945	0.32764704467253714	0.434317466694862	0.5053386733047769	0.3126384919584637	0.3439189318567676	0.34685659932810226	0.29503092961933114	0.31305775293082905	0.3453623865520037	0.30459617281727197
precast_default	0.4801640229976237	0.5977140370410864	0.6068150026652939	0.5118111719896732	0.5548413584142211	0.668274015299209	0.5117498579268572	0.6044543122648287	0.47365176584169655	0.5686007186911971	0.5754841100939925	0.6010567660945791	0.5841733737666829	0.4852887020196161	0.6439825971335602	0.5637803237326555	0.6562646379780203	0.49216995749697123	0.3786543280326825	0.39124725615560846	0.40208777890831576	0.3724903265801322	0.43271051736315186	0.3706164491030516	0.38302051112619534	0.6914050060979215	0.26641415077901803	0.2748153316967546	0.25373947123082335	0.24951018549915369	0.27768465981777757	0.25817421001883367	0.2463584418851337
precast_dlpfc	0.5469650888094969	0.6543719298707976	0.6696272374214779	0.5614296691477838	0.6134660174257341	0.6776890360011378	0.5089704003659212	0.5091074142477234	0.582316523795698	0.6454016089410172	0.47995433968366985	0.4979008936824293	0.5670848509525417	0.6577913977296985	0.7043310082565681	0.543444104774537	0.7011844978746837	0.48610387005116573	0.3612963813208939	0.38483270265917063	0.3873138091218005	0.38177299108300033	0.42396586126577784	0.3571047393609838	0.3719785500491465	0.6832951294092208	0.2611175578715583	0.26879994804453305	0.2486203582690575	0.24543950165240774	0.2705950402043516	0.25469690415529556	0.24299449289834119
precast_1	0.5807730193463992	0.5351883618026171	0.6311776292642413	0.5778237622511881	0.5986394444545553	0.6485476887292161	0.4808994775155725	0.499426517194076	0.48211642260251936	0.6039480873342972	0.47694555945418154	0.5248211888255513	0.568587347581517	0.709090041733143	0.7196638622716626	0.540446062567255	0.7016715231727574	0.47602667311294244	0.381117865370763	0.33633003599558015	0.4418928648856937	0.3706527117228553	0.3222187901156293	0.37698469168427134	0.3648607502156332	0.4662721624101621	0.2611175578715583	0.26879994804453305	0.2486203582690575	0.24543950165240774	0.2705950402043516	0.25469690415529556	0.24299449289834119
