	label	GraphST_default	GraphST_2	GraphST_dlpfc	GraphST_1	SEDR_default	SEDR_2	SEDR_dlpfc	SEDR_1	STAGATE_starmap	STAGATE_default	STAGATE_slide_stereo	STAGATE_1	BayesSpace_default	BayesSpace_melanoma	BayesSpace_1	BayesSpace_scc	bass_starmap	bass_default	bass_dlpfc	bass_1	spaGCN_default	spaGCN_2	spaGCN_3	spaGCN_1	stardust_default	stardust_tutorial	stardust_2	stardust_1	SpaceFlow_default	SpaceFlow_2	SpaceFlow_3	SpaceFlow_1	DRSC_default	DRSC_FindSVGs	DRSC_all_genes	DRSC_FindVariableFeatures	precast_default	precast_dlpfc	precast_1	precast_BC	seurat-louvain_louvain_3	seurat-leiden_leiden_4	seurat-leiden_leiden_1	seurat-louvain_louvain_1	seurat-louvain_louvain_4	seurat-leiden_leiden_2	seurat-louvain_louvain_2	seurat-leiden_leiden_3	CellCharter_default	CellCharter_2	CellCharter_dlpfc	CellCharter_1	BANKSY_starmap	BANKSY_default	BANKSY_github	BANKSY_dlpfc	scanpy-louvain_louvain_3	scanpy-leiden_leiden_4	scanpy-leiden_leiden_1	scanpy-louvain_louvain_1	scanpy-louvain_louvain_4	scanpy-leiden_leiden_2	scanpy-louvain_louvain_2	scanpy-leiden_leiden_3
label	0.0	0.6048034717060353	0.48965387785451514	0.6430536093702957	0.4813090805720481	0.5464374355776077	0.5785444605487695	0.46739665770144934	0.5672756316963796	0.3818434853309773	0.5977873139939411	0.35216832975782936	0.4834318390787433	0.37117768971923293	0.5271316672132725	0.5264273516145561	0.3720140619233916	0.5401069607281975	0.5088858079001839	0.5647541391224362	0.5390906716886997	0.5250345168114194	0.27389721869488276	0.25340074976473603	0.49270451964435297	0.254547010693988	0.24923604548589637	0.2378400065994545	0.21553065599270183	0.39099529572629643	0.2998859354692462	0.3099043174094656	0.40073421108965285	0.5266575317381811	0.3343242605629097	0.565949652737769	0.4314109093807435	0.4683040322103329	0.571309484125056	0.5233521685095635	0.4628330038284351	0.41444415199758344	0.40009106295483304	0.42737959108679396	0.3784774149744726	0.4083787578641074	0.40009106295483304	0.4083787578641074	0.38505135438960736	0.4651864515724069	0.3468040295984563	0.4671310260031917	0.5074554536916491	0.31339640833762855	0.37580874459991437	0.37081855217926457	0.4379596504973594	0.24293885135179422	0.25140321249808895	0.23710928634181652	0.2015376214962032	0.2399208064705603	0.24430351053513355	0.22060439845071167	0.21427513069660886
GraphST_default	0.6048034717060353	0.0	0.5342635977051474	0.764401469644163	0.4566494305655725	0.6133395793189468	0.6499561523828923	0.5178201668985911	0.6212934729119278	0.44874324752538575	0.7682032726680277	0.3584766147323258	0.45777903691289284	0.43613156793745383	0.6563402963815208	0.6556868872503383	0.4375970348569976	0.6682861913970791	0.6299624430343707	0.6679194936863112	0.6289032332739212	0.520274950894849	0.32764917015609396	0.31037982310235973	0.49572819843593857	0.22654370888678418	0.2839842127885901	0.2653885508242202	0.19443641947698656	0.36615082434713925	0.33563448687030106	0.310600926902845	0.38670507676906146	0.6486701254760862	0.39932318626747276	0.6559948279997898	0.47726407348680233	0.49338125791624576	0.6480595431473303	0.5735197707456383	0.48623123824349235	0.3774618626950081	0.32603441513996206	0.40625800778942867	0.3386605316114859	0.32832636647825736	0.32603441513996206	0.32832636647825736	0.3375798862857433	0.5238969042782415	0.38484775854087494	0.5427753797780774	0.5472376372677729	0.3325774684622494	0.43898456355099846	0.39198210194375843	0.523169673014145	0.24096568547794855	0.28486171625794193	0.23652603100816275	0.18580743798932117	0.26452922914971616	0.2894524620792545	0.25364261811069033	0.21527152542566233
GraphST_2	0.48965387785451514	0.5342635977051474	0.0	0.5011486137276128	0.6700484046175718	0.5228333383573126	0.4980806609074296	0.39113312755427326	0.41912310503683314	0.32113848494743064	0.505279091657883	0.4568645527907681	0.4955463224801263	0.333093071551195	0.5206753780151461	0.522119076501204	0.33360715626097187	0.5544421340788876	0.455626523665789	0.5395655219737793	0.4853322823179286	0.5290894494123789	0.2837691375662982	0.2754250357220628	0.5141271250759312	0.28512456054157737	0.3347346756082595	0.30854908760429783	0.2679735993144465	0.4030402790009751	0.3658212077866735	0.366939825159907	0.4373295620956197	0.5705942855039761	0.31951965751443634	0.52394390686544	0.5083259014306218	0.5761634513242284	0.5249190575250664	0.4520683573016792	0.5744494665628773	0.4760731848768675	0.4065204131536975	0.4091891110046611	0.4302995593857835	0.4186020805704034	0.4065204131536975	0.4186020805704034	0.4298165532320491	0.41380406135173975	0.3644251594492969	0.5226991250953085	0.463214945155894	0.3870500824543448	0.3654328278963146	0.4509607824004568	0.4256609688068425	0.2685662497383493	0.2797520882422947	0.24110491908371584	0.1990115097332188	0.2488574739925953	0.2848562986226512	0.29296807894289484	0.2201215997133906
GraphST_dlpfc	0.6430536093702957	0.764401469644163	0.5011486137276128	0.0	0.495574275128038	0.6106102052155811	0.663349912434727	0.5367880307181268	0.6100632079348782	0.4675100313469995	0.7572445075392171	0.3441999708127072	0.46305432350006887	0.4396290024220352	0.6511727149197162	0.654526490024691	0.4418696918749072	0.6595832607357355	0.6289068489522397	0.6899192363898401	0.6359969356160866	0.5246337854849584	0.32932721110761326	0.305888819378299	0.49023111969339545	0.241874679344543	0.2960770066036425	0.27681354970886984	0.20659511358367577	0.35911293199994576	0.36037693830808853	0.3389131428580318	0.38740676748509045	0.633522795132441	0.3973078829378913	0.6614057554978349	0.4837157783160882	0.48068697311407993	0.6405397174056856	0.5818570218096534	0.4731449289866076	0.372393398927254	0.32393484224030117	0.4002463993309826	0.33253964883996767	0.327966329964673	0.32393484224030117	0.327966329964673	0.33555330796088007	0.5568537622844236	0.41395230666329774	0.545963927521416	0.5848023308193943	0.3402748044555656	0.47475849082612254	0.4134835874417948	0.5613746169295003	0.24872098963687733	0.2826822996061017	0.24018438277250082	0.1898739678058808	0.25960625714849456	0.2787134809753933	0.2493312709925822	0.2180739038756145
GraphST_1	0.4813090805720481	0.4566494305655725	0.6700484046175718	0.495574275128038	0.0	0.5019530834264934	0.4853026475278633	0.39177656307140685	0.4054275238370505	0.32000967916416945	0.4609842986148553	0.40035854879388866	0.464990919438161	0.3072823709891972	0.4757961894090833	0.47652572993189346	0.30720653728345954	0.5315665125475348	0.4238009178186614	0.5280690550951732	0.4636406910293337	0.527752343524462	0.2705905042438683	0.24892710869490758	0.490163374528344	0.3163505713142755	0.3501035008865174	0.31848476007654786	0.2938187616003728	0.3879663008393444	0.389846173923919	0.40818941617910104	0.4260221220951411	0.5481766784029477	0.294869583334578	0.49721916799738514	0.5133689977320576	0.5752644158050707	0.48614291835650947	0.4291081219239548	0.5747851488971	0.47600741607556474	0.3908411679777078	0.38649825690461004	0.40641538617202533	0.40765138925502303	0.3908411679777078	0.40765138925502303	0.40841845050148434	0.4163190434019282	0.40013554653831657	0.45134147285668463	0.49645457783075037	0.38695581608079926	0.3591289981221035	0.46241913208510166	0.45056791231448845	0.25884395491567314	0.2572173565407158	0.22214399732688425	0.1893984593099662	0.22691370327725646	0.25253549209094484	0.26347797728282163	0.21067684076886525
SEDR_default	0.5464374355776077	0.6133395793189468	0.5228333383573126	0.6106102052155811	0.5019530834264934	0.0	0.842252896402572	0.6844813355844078	0.772804283344361	0.5260485398199183	0.6614841564370101	0.3540991115522083	0.4451967136412001	0.4906053192443524	0.6132107489498245	0.6152244424320403	0.4916665294038647	0.6397260063123287	0.5539070667411455	0.7080546146660297	0.6537535728356126	0.5674411864067451	0.3116624525061512	0.29908981180535515	0.5313220222788657	0.2434574996784267	0.2712798802648081	0.25363863118002716	0.20782104352571712	0.3231424437504418	0.35356043011376675	0.36911188637152986	0.35730447417186495	0.6755819339712329	0.42833399282999285	0.6605329379506639	0.4719825380188511	0.5876601528676697	0.6369597669582476	0.6683638491898682	0.5773270586168845	0.4326492078240095	0.4099124464916804	0.46904557329063973	0.398976256052135	0.41745194895532056	0.4099124464916804	0.41745194895532056	0.4003818191325315	0.5313536827173454	0.42547336831827326	0.5443176644140897	0.6637482005534951	0.3843628606580125	0.4708900155671097	0.43096557256910994	0.5696095488675803	0.2625346432065749	0.2940814837670765	0.24750140039851073	0.20999296317872562	0.27103692849087196	0.2881949581131089	0.29597262739468816	0.22277080393072804
SEDR_2	0.5785444605487695	0.6499561523828923	0.4980806609074296	0.663349912434727	0.4853026475278633	0.842252896402572	0.0	0.7124606078417249	0.7552754872478067	0.5667228226570165	0.6983232082896839	0.3532217553919733	0.4631775559773283	0.5182991393099368	0.6453049806159832	0.6469362386984545	0.5202106213459573	0.6777523797863312	0.6062011402602164	0.7531290943732634	0.6886796938236617	0.5695087453918931	0.32462106816718955	0.3106569934933675	0.5293935943600168	0.24728796389084412	0.26983811397364676	0.2518712839581963	0.2118830872031733	0.3228621778323264	0.3596619048564379	0.37004743016707514	0.3512411101751241	0.7057728044536288	0.45876159193872484	0.6989135404025517	0.46347297558353623	0.5969632955027392	0.6610271416617323	0.7028607522857281	0.5880136901438974	0.41237398062883157	0.38759265235762236	0.45006319924306043	0.3789537926930624	0.39103249187445444	0.38759265235762236	0.39103249187445444	0.38101364796851867	0.5750875381403837	0.43276410524578995	0.5789130209262638	0.6673645161832057	0.35711371568911165	0.491524728449429	0.4123240012908696	0.5678116798094933	0.2589592621491514	0.293554933852989	0.2427892930640831	0.20484696841050767	0.2663792436802655	0.2804692577126844	0.27694873720683777	0.21808847048211755
SEDR_dlpfc	0.46739665770144934	0.5178201668985911	0.39113312755427326	0.5367880307181268	0.39177656307140685	0.6844813355844078	0.7124606078417249	0.0	0.6736702379656161	0.520999029886162	0.5522918317215895	0.3031222119366172	0.365893210773471	0.47466241937585685	0.5186965121714695	0.5198665467759834	0.47417845243190676	0.5235866339791847	0.4919464771589914	0.6122634790205589	0.651260587298944	0.43927206087597526	0.33358820494199315	0.31019848380384557	0.4141853738630991	0.25559165951394713	0.21388800931592022	0.2030803248243343	0.21965145350876925	0.32847217505633136	0.2761645835397678	0.3226893137443821	0.3537609128246836	0.5377374514228915	0.4649400659460449	0.5780888620612201	0.48234039572860765	0.5581543824295653	0.5616489299488805	0.6592747811916763	0.5546483924454944	0.33874577016609053	0.32568360948959024	0.3673558382512137	0.3174791423420851	0.3314507734891479	0.32568360948959024	0.3314507734891479	0.3198548361213695	0.45374452314878716	0.5012614772612274	0.47885874812878854	0.6296704982848251	0.301308578950474	0.4947606853140759	0.34464381192808907	0.48895634459411275	0.2301117006354505	0.2541461715795863	0.23026212482182096	0.2146070748456745	0.23224581888125653	0.22744729283620047	0.22458233891723597	0.1906946760179078
SEDR_1	0.5672756316963796	0.6212934729119278	0.41912310503683314	0.6100632079348782	0.4054275238370505	0.772804283344361	0.7552754872478067	0.6736702379656161	0.0	0.5035661581742464	0.6288398793722425	0.2984320686534555	0.39240456235682325	0.4523305968243569	0.5819104491381701	0.5812825337775077	0.45297498807519054	0.5366000825933616	0.5160691085155005	0.6149881839824577	0.6150557650625659	0.4806669306574095	0.28244879706651144	0.26644670897081796	0.44863259168758857	0.2130693130664769	0.19955033188278568	0.180870864189205	0.17887046848378313	0.3388932995899845	0.2627016394482652	0.2671131609594716	0.3592130180304483	0.573630225412441	0.4017081199744426	0.6267722099985379	0.46450363063420474	0.5622008745809284	0.6347605602268482	0.6340411480530362	0.5543183821293346	0.3330118465489854	0.3120424982514683	0.3643620960735255	0.2968372213565514	0.3197589102700927	0.3120424982514683	0.3197589102700927	0.2983259483316167	0.47758260607140657	0.4170719096060209	0.47753855748986895	0.6161907239678615	0.3072595662386515	0.4127221622621779	0.3475553553956688	0.47911896950097344	0.19867905820602913	0.23797533754133304	0.21020297974170551	0.20321317494727353	0.2272673917207102	0.2304086893301058	0.20302531662890969	0.18367000801301372
STAGATE_starmap	0.3818434853309773	0.44874324752538575	0.32113848494743064	0.4675100313469995	0.32000967916416945	0.5260485398199183	0.5667228226570165	0.520999029886162	0.5035661581742464	0.0	0.4672900232294634	0.3180311873652471	0.3943747950692127	0.7355578293000476	0.5488092190872462	0.5484257093213156	0.7374832480894177	0.4883353267348032	0.5030589306991756	0.5030127941539283	0.4991189611336255	0.4150397005413272	0.3670454163922574	0.33920963932649467	0.38034625162935326	0.3390506658380476	0.33027595879887894	0.29942173235613645	0.32005809221997944	0.4120787465081115	0.42696840086408616	0.43566234249970603	0.4197850209222924	0.48697761105894793	0.6646455981155478	0.46583982867679824	0.3621566391075269	0.42897711946027073	0.4483322714452787	0.5241688389700813	0.42126900066276207	0.3130317599062491	0.2846240076805598	0.3492653448436816	0.28317227180991467	0.2808457774194861	0.2846240076805598	0.2808457774194861	0.28725263701540005	0.5934057942494061	0.6168772738746006	0.48917679304047756	0.5568715911243035	0.329470630329576	0.3752657961676712	0.35703179656700534	0.4593216164365177	0.2781142651901585	0.30069857771989245	0.2883687102412688	0.28103771291675556	0.28512000582976554	0.2839958297157738	0.2707950386000298	0.2643653068932611
