	label	spaGCN_6	spaGCN_4	spaGCN_7	spaGCN_14	spaGCN_13	scanpy_2	scanpy_3	scanpy_1	bass_5	bass_2	bass_3	bass_4	CellCharter_2	CellCharter_3	CellCharter_1	SEDR_5	SEDR_2	SEDR_3	SEDR_6	SEDR_1	SEDR_4	SpaceFlow_1	SpaceFlow_4	DRSC_4	seurat_2	seurat_3	seurat_1	seurat_4	BANKSY_2	BANKSY_4	STAGATE_12	STAGATE_11	STAGATE_3	STAGATE_10	STAGATE_1	STAGATE_13
bass_2	0.40554011590325645	0.5396859454121284	0.5350101668681685	0.4223762675836509	0.4836185192178867	0.43540817661095843	0.3054016646558944	0.3108862852502903	0.30994548314929327	0.7937664150294047	0.0	0.6612860651810665	0.7654692875778528	0.637521968050658	0.5664955004896964	0.5474962550484087	0.40869903942769437	0.5022858177130518	0.5355040364743022	0.40498616710141666	0.5045163776351197	0.5155832369206466	0.6179805966681932	0.6040743003929484	0.5139752968608362	0.24593949910063903	0.23571825681637304	0.2273406149143846	0.2618306744198861	0.2765868881159096	0.26120358030301744	0.5224790132855452	0.5335234585535135	0.4809402361343477	0.5198467679478257	0.4548784449172689	0.5535208267126095
bass_3	0.31665182869985464	0.6260664881125043	0.6277561820803719	0.5167147741141185	0.4543586776854936	0.4450356550172424	0.3824089825172979	0.38642979089901797	0.38691441119081144	0.6418899665430555	0.6612860651810665	0.0	0.8152329548791835	0.46707065050222907	0.4448471175786051	0.4295843314970698	0.4171474349081363	0.47160877270203905	0.47484226988174855	0.4100959340437071	0.4479164609290532	0.546974243773841	0.4673400858096977	0.461157443913975	0.4534852299383017	0.31525771566037064	0.30429413252202936	0.26314180637511464	0.33365110484343613	0.35038969633702327	0.3354513281781256	0.46376793438599395	0.41120498739129746	0.372557074873744	0.42094744687788815	0.44615426218839327	0.4826619056515872
bass_4	0.36220570054980505	0.6374097889005015	0.6377579772085299	0.4594758996980508	0.44387972457944	0.39062362834116765	0.31226626128719753	0.31652556360005346	0.31585412803923923	0.7275028696663295	0.7654692875778528	0.8152329548791835	0.0	0.5186804246570413	0.4838503921783091	0.4740587817636654	0.4225180686428704	0.5144297752749185	0.5186142147372994	0.42544753836903537	0.48700866485331584	0.5900000454330596	0.513683401784988	0.5090335378717931	0.42150081514551263	0.2534162153380978	0.24355767717303198	0.20587155533074342	0.2699958440670786	0.2938370280048586	0.27420773793546716	0.5010926995297139	0.45217521414166373	0.41646045642603696	0.47383836255772926	0.4864945454739206	0.5247616428814155
CellCharter_2	0.4436897706988312	0.4553844413771543	0.45763898040585355	0.3462222143845914	0.38421161423875283	0.37772924397472907	0.24436042579050393	0.25132478273214404	0.24741844817619643	0.6367197752516697	0.637521968050658	0.46707065050222907	0.5186804246570413	0.0	0.5998394365019782	0.7115421395823324	0.37780590930069025	0.49749735961019464	0.5436746265734923	0.3921582759257838	0.4451726480339131	0.4479438459726496	0.5856065784578406	0.6014329388899471	0.44966383356253153	0.21121636258317958	0.2014732250618188	0.2230787223577254	0.2252584585309549	0.2214307961289555	0.21056787398132604	0.5213129822976273	0.5586881846530847	0.4782321222228954	0.5797932339425432	0.5015645638018965	0.5086449707062675
CellCharter_3	0.37040809900356786	0.4204516493248088	0.41924580455483673	0.3243485901661722	0.368383818867616	0.31858964039895954	0.2310666600456361	0.23593649635911085	0.2331650271535667	0.5427590318356009	0.5664955004896964	0.4448471175786051	0.4838503921783091	0.5998394365019782	0.0	0.6796174812578908	0.342643961693749	0.41730081897914767	0.4540953722668942	0.37931917297877665	0.44978416724993564	0.45144603169772374	0.5724126693575387	0.5867722903137831	0.4194356761772059	0.18493948872556787	0.17891355015853777	0.17809740811830177	0.19862191400200652	0.21815135303835378	0.20242889341139828	0.5256906052439595	0.5489657935253851	0.45698256208422	0.5082111693092078	0.44799762387269443	0.5000915386848046
CellCharter_1	0.360549533230806	0.3949057983529965	0.3907991629063171	0.3402924343279605	0.36803857340428986	0.34549091396364007	0.24461139809195478	0.25096577927040625	0.2470566731567411	0.5446698225513187	0.5474962550484087	0.4295843314970698	0.4740587817636654	0.7115421395823324	0.6796174812578908	0.0	0.36011739224009975	0.4388307677455986	0.5252533951786361	0.37301646753240125	0.4434691519398922	0.47054989614625536	0.5641551206915578	0.5892560350195358	0.407329384582538	0.18425766883422992	0.17719881538422735	0.19309912588523762	0.19801219549636423	0.23080187397266957	0.22163625848183577	0.5371404402664939	0.5151152814067909	0.44990953936339256	0.5305980079874237	0.4926430858789711	0.5273550266548477
SEDR_5	0.2802664048227146	0.5074829563560231	0.5132996259872087	0.45121528694559293	0.4267803189537615	0.45233213312634846	0.38208467724991163	0.38860836960113715	0.38750043967107123	0.45069212704897754	0.40869903942769437	0.4171474349081363	0.4225180686428704	0.37780590930069025	0.342643961693749	0.36011739224009975	0.0	0.630298250958965	0.5556986429062317	0.7850164298543416	0.3951068855794617	0.4343327077811017	0.35915740685849906	0.3620654330148951	0.43784476285310836	0.3108293132038711	0.30999415090604926	0.3094602145862471	0.3272964278705711	0.37547307200248864	0.3675988185967881	0.39240200121725377	0.33720952482355265	0.29837649573967306	0.33970452536082335	0.36664299598218564	0.3670669428566549
SEDR_2	0.3882279143324238	0.5254551137225153	0.5432457737994526	0.3941916848246829	0.4201996786504198	0.403578543361938	0.28768452267471134	0.2938005132824969	0.29193043955130216	0.5400437962581063	0.5022858177130518	0.47160877270203905	0.5144297752749185	0.49749735961019464	0.41730081897914767	0.4388307677455986	0.630298250958965	0.0	0.7652862895613042	0.6431456543095989	0.4429434188433199	0.5060921749673757	0.43890045960171803	0.4577762631886839	0.39176649462141144	0.25110192269985476	0.248216563827199	0.24488651742610898	0.26621951030543534	0.28699348891000304	0.2691067232303277	0.4683935241532736	0.40958086884505035	0.3657410662050715	0.4573243652480041	0.45394873433303656	0.438034892727915
SEDR_3	0.40695367467969834	0.4946958742025846	0.5077192467955488	0.43961224176340524	0.4362697834760211	0.4317489609577616	0.33077267379743297	0.33660624442396003	0.3344067461182678	0.5603269120626851	0.5355040364743022	0.47484226988174855	0.5186142147372994	0.5436746265734923	0.4540953722668942	0.5252533951786361	0.5556986429062317	0.7652862895613042	0.0	0.5873780862465535	0.43839662387097456	0.5087315590866812	0.5062909203028919	0.5216638460208209	0.43534743938488424	0.2726827085105009	0.2653561388037211	0.267991072628729	0.28897856039120595	0.32972630677146875	0.3132195296733254	0.478957518859831	0.440319728632872	0.38084778080239573	0.5227559382128419	0.42703749365627713	0.45795893846420227
SEDR_6	0.30118134530910634	0.5021568766625273	0.5112971112928307	0.42723559144598316	0.39870194701555434	0.42068613543187455	0.33835853561926527	0.3452519062924735	0.3421965274686753	0.4553423809398915	0.40498616710141666	0.4100959340437071	0.42544753836903537	0.3921582759257838	0.37931917297877665	0.37301646753240125	0.7850164298543416	0.6431456543095989	0.5873780862465535	0.0	0.4291888349949919	0.46260307675097223	0.3630075170891921	0.3694912768921325	0.40301328048888646	0.28585529721618536	0.28339493978509567	0.2803661170919963	0.3025241789869772	0.33422467168664105	0.31964308709144507	0.4188015253191322	0.3674745118115334	0.31016192991617864	0.3550224276332275	0.4054700526433772	0.3902395585441129
SEDR_1	0.23180661406465394	0.4561003773741619	0.456680448752736	0.3467543964551567	0.42392754371637864	0.3423249618033444	0.22138122172420197	0.22685574386608529	0.2230403710094981	0.48964169206772584	0.5045163776351197	0.4479164609290532	0.48700866485331584	0.4451726480339131	0.44978416724993564	0.4434691519398922	0.3951068855794617	0.4429434188433199	0.43839662387097456	0.4291888349949919	0.0	0.683452777380397	0.42227021775819995	0.42684692097613186	0.3703932909867785	0.20217251269414055	0.19566885713885004	0.2002854305531732	0.21589383051398212	0.23458483208439349	0.22180603824720146	0.5516668245463965	0.4023703430549957	0.3373183267281606	0.39737231206305873	0.47926558154513416	0.5666791769476814
SEDR_4	0.3066690522693094	0.5624151098653682	0.570353108537721	0.4126602516803232	0.442171337646022	0.37460504706701203	0.2730970927544787	0.27952623297690316	0.2764595056283777	0.5263963368673198	0.5155832369206466	0.546974243773841	0.5900000454330596	0.4479438459726496	0.45144603169772374	0.47054989614625536	0.4343327077811017	0.5060921749673757	0.5087315590866812	0.46260307675097223	0.683452777380397	0.0	0.4399959207532928	0.434150455874145	0.3722323638011087	0.2288338044615927	0.22236586227307972	0.20507144233902166	0.24392655282361655	0.2671091395776895	0.2519310742417652	0.6122202527676708	0.4311189982552267	0.3838442905013779	0.42503919311869526	0.4984348646060931	0.6623521823907448
SpaceFlow_1	0.35469564296480316	0.4474387488993275	0.43989994435184326	0.34573306265913006	0.41036207816154857	0.35771749022529736	0.23857424633359103	0.24341232320350906	0.24161831578589554	0.5639805416974832	0.6179805966681932	0.4673400858096977	0.513683401784988	0.5856065784578406	0.5724126693575387	0.5641551206915578	0.35915740685849906	0.43890045960171803	0.5062909203028919	0.3630075170891921	0.42227021775819995	0.4399959207532928	0.0	0.9052775137887588	0.4232633084628747	0.19217303864758287	0.1862743419573434	0.17870870719302925	0.20650992967942877	0.23897723034984764	0.22353940630082883	0.5036368155755722	0.589097074684414	0.5178292831477496	0.6250324502249429	0.4126828992452	0.4862865707946243
SpaceFlow_4	0.37593415184659823	0.44983868598215154	0.4419014480214032	0.34603290375267864	0.4058938922843481	0.3632958071257654	0.2360806958922949	0.24147802504552254	0.23861194354094564	0.5489351355650762	0.6040743003929484	0.461157443913975	0.5090335378717931	0.6014329388899471	0.5867722903137831	0.5892560350195358	0.3620654330148951	0.4577762631886839	0.5216638460208209	0.3694912768921325	0.42684692097613186	0.434150455874145	0.9052775137887588	0.0	0.41532291781289465	0.1942262380054799	0.18830997308270725	0.18105613911931662	0.20851551281086925	0.2375211047354954	0.2220396809229978	0.5093049817053117	0.6138892668805334	0.5266178291624977	0.6405021489273109	0.42455245981228756	0.49363433222540704
DRSC_4	0.2568010322862154	0.4674086832045727	0.47442321843184637	0.5235413127261348	0.46157666896045907	0.533701593872709	0.4892765810012288	0.49650399011566665	0.4944125607077893	0.5213547520010094	0.5139752968608362	0.4534852299383017	0.42150081514551263	0.44966383356253153	0.4194356761772059	0.407329384582538	0.43784476285310836	0.39176649462141144	0.43534743938488424	0.40301328048888646	0.3703932909867785	0.3722323638011087	0.4232633084628747	0.41532291781289465	0.0	0.3900080461316162	0.3802410267092485	0.4031918460901792	0.4123935899316573	0.4283346398398565	0.42486566954123534	0.3878774949910553	0.35550535050832077	0.3066187645552312	0.3496539876389781	0.34926761581533533	0.3789541322138455
seurat_2	0.198953955550199	0.3242318342923232	0.32460977892859666	0.47468045603432474	0.3019152729352972	0.4524498135733798	0.6953387609890057	0.6952468955375317	0.6936669627196496	0.2623241854790799	0.24593949910063903	0.31525771566037064	0.2534162153380978	0.21121636258317958	0.18493948872556787	0.18425766883422992	0.3108293132038711	0.25110192269985476	0.2726827085105009	0.28585529721618536	0.20217251269414055	0.2288338044615927	0.19217303864758287	0.1942262380054799	0.3900080461316162	0.0	0.9433450141025461	0.8381414482051487	0.9426444668300663	0.6174711845229882	0.6595185585059349	0.19896618907709845	0.190809089031675	0.15122447834196115	0.18281070538459876	0.19060951198281564	0.2023958095326768
seurat_3	0.1910629499357123	0.31646161835447784	0.3168369596325556	0.4621624882122864	0.29349028471743516	0.44642520003168845	0.6802243863535277	0.6799068516965209	0.6794554344462101	0.250382470007448	0.23571825681637304	0.30429413252202936	0.24355767717303198	0.2014732250618188	0.17891355015853777	0.17719881538422735	0.30999415090604926	0.248216563827199	0.2653561388037211	0.28339493978509567	0.19566885713885004	0.22236586227307972	0.1862743419573434	0.18830997308270725	0.3802410267092485	0.9433450141025461	0.0	0.8831929743271149	0.8959261439185976	0.6102316359511902	0.6522349145087336	0.19190753509750896	0.18475585600828803	0.1432920001920552	0.17640693409689945	0.1836404847222746	0.19537298255815633
seurat_1	0.20101915286274957	0.28332811830287485	0.2909721210900808	0.4281508640130818	0.28516469363297225	0.4485081830755176	0.6650498841286597	0.6682345964322073	0.6613264691619009	0.2518499425418498	0.2273406149143846	0.26314180637511464	0.20587155533074342	0.2230787223577254	0.17809740811830177	0.19309912588523762	0.3094602145862471	0.24488651742610898	0.267991072628729	0.2803661170919963	0.2002854305531732	0.20507144233902166	0.17870870719302925	0.18105613911931662	0.4031918460901792	0.8381414482051487	0.8831929743271149	0.0	0.866916218623178	0.5816197308721812	0.6287028565699398	0.19525606406606588	0.182229525588615	0.14108797094553238	0.17820538716995354	0.1897166555236864	0.1888920810674809
seurat_4	0.2119779547985765	0.34214699532791343	0.34223754944254753	0.4990368551443852	0.3198001715975527	0.47539224539113484	0.7197527835408416	0.7230102575842207	0.7194814189799875	0.27828625145177227	0.2618306744198861	0.33365110484343613	0.2699958440670786	0.2252584585309549	0.19862191400200652	0.19801219549636423	0.3272964278705711	0.26621951030543534	0.28897856039120595	0.3025241789869772	0.21589383051398212	0.24392655282361655	0.20650992967942877	0.20851551281086925	0.4123935899316573	0.9426444668300663	0.8959261439185976	0.866916218623178	0.0	0.6396895982107536	0.6874993325161616	0.21310739640376028	0.20414060021463282	0.16299063497418648	0.19606390597270174	0.20414180996997489	0.21674405277472855
BANKSY_2	0.1648433523506888	0.3523069180860652	0.3551728604541108	0.5538555237503637	0.3474801962220643	0.4655122465014545	0.7399761942268462	0.7415523688801848	0.7469258817706201	0.2947354988903733	0.2765868881159096	0.35038969633702327	0.2938370280048586	0.2214307961289555	0.21815135303835378	0.23080187397266957	0.37547307200248864	0.28699348891000304	0.32972630677146875	0.33422467168664105	0.23458483208439349	0.2671091395776895	0.23897723034984764	0.2375211047354954	0.4283346398398565	0.6174711845229882	0.6102316359511902	0.5816197308721812	0.6396895982107536	0.0	0.8803024228471309	0.23099993616892858	0.22110710792683821	0.18020556322870837	0.20121083109692714	0.2258369388142985	0.2403727868283737
BANKSY_4	0.15658980996093846	0.3368707257806836	0.33992528248700954	0.5670917506290652	0.34032907134638074	0.48064421353049347	0.7884181327908096	0.794025646345003	0.7964418317398874	0.2791272924045108	0.26120358030301744	0.3354513281781256	0.27420773793546716	0.21056787398132604	0.20242889341139828	0.22163625848183577	0.3675988185967881	0.2691067232303277	0.3132195296733254	0.31964308709144507	0.22180603824720146	0.2519310742417652	0.22353940630082883	0.2220396809229978	0.42486566954123534	0.6595185585059349	0.6522349145087336	0.6287028565699398	0.6874993325161616	0.8803024228471309	0.0	0.217209615535728	0.20287724336196217	0.16720277531071626	0.18933663315999247	0.21415430848403605	0.22579735601899836
STAGATE_12	0.310930817079119	0.4698251469270916	0.4759951625958655	0.3613690335030211	0.44728156929592516	0.3672430178364867	0.23882730562110532	0.2452661854465262	0.24228578615136565	0.5195524645737559	0.5224790132855452	0.46376793438599395	0.5010926995297139	0.5213129822976273	0.5256906052439595	0.5371404402664939	0.39240200121725377	0.4683935241532736	0.478957518859831	0.4188015253191322	0.5516668245463965	0.6122202527676708	0.5036368155755722	0.5093049817053117	0.3878774949910553	0.19896618907709845	0.19190753509750896	0.19525606406606588	0.21310739640376028	0.23099993616892858	0.217209615535728	0.0	0.5258288472353978	0.4450661279366706	0.5131422209009088	0.5192054972354098	0.771277298174087
STAGATE_11	0.4427716820320269	0.4039587824402717	0.3953651792007359	0.3138865688615324	0.32062298096455577	0.29968212942611877	0.21980358427890379	0.22356168588841596	0.22263698567451165	0.4865813531869949	0.5335234585535135	0.41120498739129746	0.45217521414166373	0.5586881846530847	0.5489657935253851	0.5151152814067909	0.33720952482355265	0.40958086884505035	0.440319728632872	0.3674745118115334	0.4023703430549957	0.4311189982552267	0.589097074684414	0.6138892668805334	0.35550535050832077	0.190809089031675	0.18475585600828803	0.182229525588615	0.20414060021463282	0.22110710792683821	0.20287724336196217	0.5258288472353978	0.0	0.5555460983502969	0.6415772352795234	0.44299400294042784	0.49280953434655567
STAGATE_3	0.3950389574360688	0.3460857646898623	0.3452508141636753	0.26997049144514873	0.28357234481635885	0.26694731802559324	0.19246834939452043	0.19598554610038257	0.1948249636073329	0.41827359099644235	0.4809402361343477	0.372557074873744	0.41646045642603696	0.4782321222228954	0.45698256208422	0.44990953936339256	0.29837649573967306	0.3657410662050715	0.38084778080239573	0.31016192991617864	0.3373183267281606	0.3838442905013779	0.5178292831477496	0.5266178291624977	0.3066187645552312	0.15122447834196115	0.1432920001920552	0.14108797094553238	0.16299063497418648	0.18020556322870837	0.16720277531071626	0.4450661279366706	0.5555460983502969	0.0	0.4545769803842612	0.4081993462656489	0.4114351109031348
STAGATE_10	0.38516646218622885	0.42019004595982656	0.4268654952787757	0.30171334992403487	0.365077061565889	0.31727315607850265	0.20321289400991102	0.20705551104190723	0.2063526601200228	0.47103657525177345	0.5198467679478257	0.42094744687788815	0.47383836255772926	0.5797932339425432	0.5082111693092078	0.5305980079874237	0.33970452536082335	0.4573243652480041	0.5227559382128419	0.3550224276332275	0.39737231206305873	0.42503919311869526	0.6250324502249429	0.6405021489273109	0.3496539876389781	0.18281070538459876	0.17640693409689945	0.17820538716995354	0.19606390597270174	0.20121083109692714	0.18933663315999247	0.5131422209009088	0.6415772352795234	0.4545769803842612	0.0	0.407529663384113	0.48042460428888323
STAGATE_1	0.26012043854289174	0.4476427888052502	0.45007105880157844	0.3486907242217182	0.3616550444762461	0.3248945978258765	0.2314511102079686	0.23672263835698668	0.233598726011665	0.5053196408563162	0.4548784449172689	0.44615426218839327	0.4864945454739206	0.5015645638018965	0.44799762387269443	0.4926430858789711	0.36664299598218564	0.45394873433303656	0.42703749365627713	0.4054700526433772	0.47926558154513416	0.4984348646060931	0.4126828992452	0.42455245981228756	0.34926761581533533	0.19060951198281564	0.1836404847222746	0.1897166555236864	0.20414180996997489	0.2258369388142985	0.21415430848403605	0.5192054972354098	0.44299400294042784	0.4081993462656489	0.407529663384113	0.0	0.533896237032336
STAGATE_13	0.2853216555945958	0.46935238982626737	0.4745114255226463	0.370243017093461	0.45823907087717863	0.3823352157024043	0.24187559119761845	0.24791985365931166	0.24477452466947153	0.5018175975338243	0.5535208267126095	0.4826619056515872	0.5247616428814155	0.5086449707062675	0.5000915386848046	0.5273550266548477	0.3670669428566549	0.438034892727915	0.45795893846420227	0.3902395585441129	0.5666791769476814	0.6623521823907448	0.4862865707946243	0.49363433222540704	0.3789541322138455	0.2023958095326768	0.19537298255815633	0.1888920810674809	0.21674405277472855	0.2403727868283737	0.22579735601899836	0.771277298174087	0.49280953434655567	0.4114351109031348	0.48042460428888323	0.533896237032336	0.0
