	label	SEDR_default	SEDR_2	SEDR_dlpfc	SEDR_1	STAGATE_starmap	STAGATE_default	STAGATE_slide_stereo	STAGATE_1	bass_starmap	bass_default	bass_dlpfc	bass_1	spaGCN_default	spaGCN_2	spaGCN_3	spaGCN_1	SpaceFlow_default	SpaceFlow_2	SpaceFlow_3	SpaceFlow_1	DRSC_default	DRSC_FindSVGs	DRSC_all_genes	DRSC_FindVariableFeatures	precast_default	precast_dlpfc	precast_1	precast_BC	seurat-louvain_louvain_3	seurat-leiden_leiden_4	seurat-leiden_leiden_1	seurat-louvain_louvain_1	seurat-louvain_louvain_4	seurat-leiden_leiden_2	seurat-louvain_louvain_2	seurat-leiden_leiden_3	CellCharter_default	CellCharter_2	CellCharter_dlpfc	CellCharter_1	BANKSY_starmap	BANKSY_default	BANKSY_github	BANKSY_dlpfc	scanpy-louvain_louvain_3	scanpy-leiden_leiden_4	scanpy-leiden_leiden_1	scanpy-louvain_louvain_1	scanpy-louvain_louvain_4	scanpy-leiden_leiden_2	scanpy-louvain_louvain_2	scanpy-leiden_leiden_3
label	0.0	0.5877914137902595	0.6402078598450739	0.4930061237926793	0.6191510447931606	0.5413641718824312	0.6704908898643704	0.22556091861656527	0.6152397500128233	0.696004918887247	0.6080061435479523	0.7194720408597033	0.6876848299997438	0.23643283625667014	0.25577742938852915	0.25624824695609216	0.23643283625667014	0.6581066439814903	0.5596928889091684	0.658245825984343	0.7923115498769425	0.30257095159209124	0.3528526673872058	0.30257095159209124	0.18654134607216918	0.241742807856865	0.22555351813682933	0.2490015811716917	0.22555351813682933	0.15991658769182374	0.16630390133831668	0.1828323280476346	0.15888108952339655	0.14303960674693	0.16630390133831668	0.14303960674693	0.13926550602003593	0.5250490811348622	0.5361082550568066	0.5827511533351052	0.5324616697704756	0.767829184604962	0.4839749813584683	0.6462448492060571	0.6498874948032869	0.17034440402970893	0.16667139345285914	0.1526324063299982	0.1560439135965191	0.1566208267585135	0.16579512501018243	0.17920832695646477	0.1586844926618391
SEDR_default	0.5877914137902595	0.0	0.7572868258638559	0.4429963664905889	0.7542130846046025	0.36622289469026303	0.5681152200991725	0.21507751647018078	0.44473450891071414	0.5639522412238598	0.6015510810079854	0.6410431773750755	0.6193460109644978	0.22391926246160743	0.2345711843840383	0.23502539270166153	0.22391926246160743	0.47144806933393385	0.5346685980627505	0.4962421325274474	0.5536981031963877	0.3121192444065459	0.35157012980668273	0.3121192444065459	0.17559752003844206	0.2815352100495492	0.2626177841981075	0.234899534280071	0.2626177841981075	0.14520923950109152	0.15909981051005112	0.16729948654044213	0.14460422389732042	0.130958587948417	0.15909981051005112	0.130958587948417	0.13006392650812237	0.4691562963535816	0.3776466864532769	0.45682903143370407	0.4486428046648363	0.5082074263862585	0.3775874621525961	0.46005191624090724	0.46499821115674345	0.1645024403693391	0.1357223621634407	0.12126011501710847	0.15847607364258035	0.1256304075369886	0.13438502061249183	0.1388109673585732	0.16159177173486702
SEDR_2	0.6402078598450739	0.7572868258638559	0.0	0.4862135942650938	0.8248273162335384	0.42369222322751754	0.6346317298282752	0.22643780047972561	0.4858699067056179	0.6186123877596198	0.633470637936992	0.6270977201494514	0.6090089977048716	0.23498884540056741	0.24749339960695352	0.24806075160395466	0.23498884540056741	0.49390513770222233	0.5710291867382656	0.5366038149323936	0.6275732763744276	0.29225545536595066	0.3624217503673474	0.29225545536595066	0.1784367381100855	0.27328391544092306	0.25543865716552866	0.24566216129133037	0.25543865716552866	0.15612208175389852	0.16825703417980592	0.17936103540203002	0.15557610691053594	0.14129714977529556	0.16825703417980592	0.14129714977529556	0.14188619606015948	0.4940324284143365	0.4072776436188873	0.4274243374961706	0.4856960905044021	0.5612588490682153	0.40043838648280494	0.4955802455828914	0.5030725796338386	0.17595596052630372	0.15192529624414308	0.13946644470984026	0.16799883223592768	0.14130507660909528	0.15046428761466918	0.15844577968051016	0.17123196341274508
SEDR_dlpfc	0.4930061237926793	0.4429963664905889	0.4862135942650938	0.0	0.44510842656229216	0.45010000505811537	0.5389777507947936	0.15850108615910344	0.41588424015597136	0.5139084616155564	0.394065293515698	0.5673517544950631	0.5526207365230172	0.16528372504243863	0.16550897793946598	0.16576175616457373	0.16528372504243863	0.6026866325538729	0.4344176256889375	0.5843681945546806	0.5385505164461081	0.24954469697756637	0.27621605481821043	0.24954469697756637	0.15985405918100332	0.21707615589697582	0.20593233260403968	0.1735808210341166	0.20593233260403968	0.11028660702620478	0.1272851692987723	0.13145529756489735	0.10966507100802778	0.10298194195895813	0.1272851692987723	0.10298194195895813	0.10328185136038583	0.43264881175466197	0.4363860232025451	0.49744428916466243	0.4264713806876924	0.4745033148733205	0.2959201583440893	0.429114389105612	0.43404005735168394	0.13371980967936486	0.15339302664691007	0.13840588869229722	0.12936095482538854	0.14876931129306945	0.15315195593200137	0.1599148272932813	0.13120519148229629
SEDR_1	0.6191510447931606	0.7542130846046025	0.8248273162335384	0.44510842656229216	0.0	0.38658832386264136	0.6227018871372705	0.23221141141282428	0.4682922781257801	0.6069691433867178	0.6268854742946793	0.6380088424565548	0.623686123383988	0.2493377837631857	0.25718112613666677	0.2578602494051099	0.2493377837631857	0.4835961974531859	0.5810264710196562	0.5228335203462251	0.6100642858412745	0.30472008308028753	0.3749957961498177	0.30472008308028753	0.17979010500290166	0.2745821269941496	0.2567649851971564	0.24180282468416953	0.2567649851971564	0.16930917229311152	0.1714074598365657	0.1932414878676455	0.16898291598893703	0.1552706928005604	0.1714074598365657	0.1552706928005604	0.14602032844502602	0.5081652439609464	0.42389256633966643	0.4273172199636095	0.49191167068709957	0.5758533957473991	0.385295435014594	0.47818306507716524	0.48173495863799526	0.1835381409403451	0.1636374978476229	0.14837581943709957	0.17730556269886338	0.1531958564667905	0.1625132864651741	0.16627583696097728	0.18060627497747817
STAGATE_starmap	0.5413641718824312	0.36622289469026303	0.42369222322751754	0.45010000505811537	0.38658832386264136	0.0	0.5067519299375275	0.17544852184193369	0.4633038662392256	0.4750943683715412	0.38201071197774106	0.48627966595841826	0.4611178297168719	0.16790959886641785	0.17852990455815945	0.17880191335480658	0.16790959886641785	0.46899610718062923	0.4570159842037774	0.5506478626852491	0.5272429096271777	0.21248634291382384	0.22908587143510095	0.21248634291382384	0.13357908469874266	0.1724290998537861	0.1620684112852307	0.18706615353647568	0.1620684112852307	0.10738495532141586	0.13167144888288296	0.11606695144740606	0.1062487510294306	0.09189919811696308	0.13167144888288296	0.09189919811696308	0.11595929430241982	0.32887714775854465	0.31646337993499707	0.38623936522497815	0.3304925894627166	0.4737249561793	0.35128356325336024	0.48296142553090815	0.47926660286248807	0.13391425603356724	0.12055911865401504	0.12509142399721782	0.11413224785303491	0.11272188605491401	0.11965191742269121	0.1403608461247188	0.11668945223501165
STAGATE_default	0.6704908898643704	0.5681152200991725	0.6346317298282752	0.5389777507947936	0.6227018871372705	0.5067519299375275	0.0	0.247792424784134	0.6011805221323013	0.6960078088883619	0.6001473675494005	0.715194954509398	0.7063905522784671	0.2583130110481793	0.2641528808359291	0.2647966906163167	0.2583130110481793	0.61049644319664	0.5116872871824375	0.6425714610895007	0.7209946625049616	0.33598758625598435	0.37798925993441984	0.33598758625598435	0.19627526317430188	0.32356564626772655	0.3039672725601664	0.2644316081092759	0.3039672725601664	0.18372192678016452	0.19485427143497042	0.19720512058079975	0.18274968008044104	0.16672743963899495	0.19485427143497042	0.16672743963899495	0.17446973142866554	0.4587908743471561	0.44046915929361025	0.5033967493296664	0.4500043153131226	0.647742483328963	0.4198565087435598	0.567199902985921	0.5615598343640421	0.2011410742779863	0.21381634183733245	0.18149906398425217	0.20409830148493432	0.20127566452465961	0.21198839353942728	0.20827206466180134	0.2080732705026922
STAGATE_slide_stereo	0.22556091861656527	0.21507751647018078	0.22643780047972561	0.15850108615910344	0.23221141141282428	0.17544852184193369	0.247792424784134	0.0	0.3867423547564541	0.2176016452983672	0.19402355631192583	0.23090297377479538	0.23902249955274874	0.5634571090815234	0.472021527283186	0.47339669555769315	0.5634571090815234	0.2307813173555271	0.22353047333220802	0.2503185219736007	0.28004337634818405	0.3859046924806354	0.3768875883915446	0.3859046924806354	0.314598098922624	0.3316999816993351	0.3265749184051447	0.38664818294573894	0.3265749184051447	0.517054234928384	0.4392794731731517	0.5562083047050896	0.5163701567613351	0.4946139521668464	0.4392794731731517	0.4946139521668464	0.6727389448524509	0.1961995546307956	0.15068683556794202	0.1711660274895151	0.1700485544333763	0.25988785894036226	0.3747195815785268	0.3511237587062238	0.35311597136009276	0.7680607024326409	0.5456425857424457	0.5201222280790411	0.7247955156627971	0.5339941411029006	0.5461873592368713	0.5848971206381226	0.733413785052062
STAGATE_1	0.6152397500128233	0.44473450891071414	0.4858699067056179	0.41588424015597136	0.4682922781257801	0.4633038662392256	0.6011805221323013	0.3867423547564541	0.0	0.5697159520376553	0.4737718516412224	0.5936497779902109	0.5811103557941366	0.3473895019079484	0.3334137253612974	0.33386027972288623	0.3473895019079484	0.5881686350340166	0.47548907426169856	0.6150426792772992	0.6974781966251072	0.28066756748657673	0.2995114914685329	0.28066756748657673	0.25008168380883117	0.20611437779757943	0.19511408350220913	0.32097069603685496	0.19511408350220913	0.23399368474925253	0.24015114073906382	0.2633632382521276	0.232507253280623	0.21079322959300564	0.24015114073906382	0.21079322959300564	0.24417495438170675	0.4294039351092927	0.37632320617811404	0.4184460834368566	0.38395843761594156	0.6298511018723528	0.6684933215224091	0.8558525825402472	0.8617488674194327	0.2943102687313737	0.2595748156209348	0.25192406854969934	0.2698665009230674	0.2427636457087693	0.2574345784037066	0.28151759703433554	0.2739417360894314
bass_starmap	0.696004918887247	0.5639522412238598	0.6186123877596198	0.5139084616155564	0.6069691433867178	0.4750943683715412	0.6960078088883619	0.2176016452983672	0.5697159520376553	0.0	0.8482593557193518	0.7439704470464463	0.7277297880871085	0.25446257663346505	0.2824563191147546	0.2828277455775401	0.25446257663346505	0.6086303498547759	0.505385252573951	0.6360580844466921	0.705260434554819	0.33614407846006095	0.4070519504514794	0.33614407846006095	0.21881504319575912	0.273711959700306	0.2575295038587873	0.2631323868189742	0.2575295038587873	0.22136392251247328	0.23507002538920677	0.21316825019881194	0.22033275825271217	0.22287498680748982	0.23507002538920677	0.22287498680748982	0.16840158668809294	0.44927013258499604	0.45562924637213004	0.5257771004321027	0.45326834828014817	0.6393566076011898	0.4151659383921339	0.5665606929642717	0.577770459299799	0.1672252199061003	0.18184194302563642	0.15349207243962454	0.16473155277215878	0.1710500712182434	0.18102757702541614	0.1848275414276496	0.1674635540864494
bass_default	0.6080061435479523	0.6015510810079854	0.633470637936992	0.394065293515698	0.6268854742946793	0.38201071197774106	0.6001473675494005	0.19402355631192583	0.4737718516412224	0.8482593557193518	0.0	0.6376280949682749	0.6243525791773363	0.221870331369276	0.25607959817260223	0.2564608642003739	0.221870331369276	0.4890445135999783	0.5257537759457871	0.5251440951558526	0.6006448237161462	0.31497316328436376	0.38636200281433336	0.31497316328436376	0.19914484686198752	0.2573621117142187	0.24105973021370558	0.2452857922387754	0.24105973021370558	0.19794031548404142	0.215950533726875	0.18640140136688463	0.19705077955540032	0.20037510126632052	0.215950533726875	0.20037510126632052	0.1438451341498473	0.46262078812885776	0.3923270465772607	0.4482803055868887	0.45379152994538474	0.5370797572987255	0.3532756386603513	0.47242761607395645	0.4858573166950186	0.14114645491185718	0.10949279280020643	0.0863273800309476	0.1424604239989594	0.0991638397021082	0.1084323499416535	0.10692543900157496	0.14535877732767621
bass_dlpfc	0.7194720408597033	0.6410431773750755	0.6270977201494514	0.5673517544950631	0.6380088424565548	0.48627966595841826	0.715194954509398	0.23090297377479538	0.5936497779902109	0.7439704470464463	0.6376280949682749	0.0	0.9206997699625302	0.26271652985547145	0.2767850997802752	0.27722421770375794	0.26271652985547145	0.6767129125846262	0.5740829455229456	0.7008412531865718	0.740197676832806	0.3770469526336883	0.40785519732782316	0.3770469526336883	0.2122369699865417	0.3167230535957031	0.2981360833124692	0.28193473223729426	0.2981360833124692	0.18258729218594774	0.20106612200643276	0.20663722473230436	0.18161248221701232	0.17191925042171305	0.20106612200643276	0.17191925042171305	0.14635570476859638	0.5005016454291257	0.5055060353033226	0.5843448752717137	0.493572754125957	0.6700758401155752	0.45834632932689984	0.6118166922331032	0.6168256858162205	0.17925234435038923	0.19128319880378344	0.16940777322804448	0.1684773752281833	0.181018275679649	0.19042074755646238	0.2018582142719697	0.1713915404191151
bass_1	0.6876848299997438	0.6193460109644978	0.6090089977048716	0.5526207365230172	0.623686123383988	0.4611178297168719	0.7063905522784671	0.23902249955274874	0.5811103557941366	0.7277297880871085	0.6243525791773363	0.9206997699625302	0.0	0.27258362962117066	0.2881251577908609	0.2885865117218604	0.27258362962117066	0.6520763283247487	0.5484074364000231	0.6771555612259818	0.713878025506538	0.38741131452560346	0.41895726396042465	0.38741131452560346	0.2229326552241498	0.3294708660713196	0.31142106390026875	0.2931844264095597	0.31142106390026875	0.1937117826612393	0.21205573415247544	0.21790585135922103	0.1926628052204982	0.1834043253270385	0.21205573415247544	0.1834043253270385	0.15470835924049223	0.4838779419760042	0.4852578459979634	0.5629867324711656	0.4778865342648104	0.6427143843052974	0.4409821014884742	0.5886293639373629	0.5921665558373143	0.18775466233279187	0.1995772031012772	0.17426664990181712	0.17883731354945112	0.18911807450747128	0.19864470246562044	0.20787458920655494	0.18197919334886697
