	label	SEDR_default	SEDR_2	SEDR_dlpfc	SEDR_1	STAGATE_starmap	STAGATE_default	STAGATE_slide_stereo	STAGATE_1	bass_starmap	bass_default	bass_dlpfc	bass_1	spaGCN_default	spaGCN_2	spaGCN_3	spaGCN_1	SpaceFlow_default	SpaceFlow_2	SpaceFlow_3	SpaceFlow_1	DRSC_default	DRSC_FindSVGs	DRSC_all_genes	DRSC_FindVariableFeatures	precast_default	precast_dlpfc	precast_1	precast_BC	seurat-louvain_louvain_3	seurat-leiden_leiden_4	seurat-leiden_leiden_1	seurat-louvain_louvain_1	seurat-louvain_louvain_4	seurat-leiden_leiden_2	seurat-louvain_louvain_2	seurat-leiden_leiden_3	CellCharter_default	CellCharter_2	CellCharter_dlpfc	CellCharter_1	BANKSY_starmap	BANKSY_default	BANKSY_github	BANKSY_dlpfc	scanpy-louvain_louvain_3	scanpy-leiden_leiden_4	scanpy-leiden_leiden_1	scanpy-louvain_louvain_1	scanpy-louvain_louvain_4	scanpy-leiden_leiden_2	scanpy-louvain_louvain_2	scanpy-leiden_leiden_3
label	0.0	0.6094438533631804	0.4942157585192989	0.5691994318278736	0.6127496588702214	0.3810270093067893	0.4476075821253558	0.6242224637786733	0.6159423543037463	0.691181060267412	0.6902457099344758	0.6823719097426604	0.6525825348302035	0.611463666816078	0.3477284184519374	0.3477284184519374	0.611463666816078	0.5633912359945892	0.5939957362159773	0.6105167176180087	0.5767295108332762	0.5416660013499915	0.48993429815639794	0.5416660013499915	0.3069078952565564	0.5433256751944062	0.5326071990817252	0.26451500303263725	0.5326071990817252	0.45390811799283515	0.44298589894080714	0.45016043964712243	0.4493777196554627	0.4475410181837695	0.44298589894080714	0.4475410181837695	0.45821877555638496	0.4458795624604295	0.4138419633449615	0.4346208939770088	0.5319139883803791	0.43560428307206456	0.6080146880895343	0.6071297807676178	0.6011414445122327	0.5763483958733264	0.5584633743809057	0.5646239257959766	0.568544523942654	0.5704797605677814	0.5633817037249836	0.5604683323549368	0.5595956418906806
SEDR_default	0.6094438533631804	0.0	0.6231471579872022	0.8643956898579681	0.8944424954420401	0.5219048120700454	0.5904853288940671	0.6960315211762896	0.7910304717031502	0.7794712925806412	0.7822585007549697	0.813417104086999	0.8051895093309458	0.6794225744847849	0.47110522517835624	0.47110522517835624	0.6794225744847849	0.7411886151549834	0.796404388334044	0.8305308203218739	0.7939011884892835	0.6576897493208355	0.6211160338202459	0.6576897493208355	0.42619595090525164	0.6047496785494121	0.6053003208722469	0.3555735262810096	0.6053003208722469	0.5469921150057795	0.5399398784279742	0.5450876731005535	0.5431819603611718	0.5415070640492583	0.5399398784279742	0.5415070640492583	0.5504258233571603	0.5780053239619056	0.5639872077641703	0.5492773876607442	0.6862363609576705	0.5085946438075152	0.6915174363247839	0.6870758297923028	0.6785699977422945	0.6383427433239228	0.6295950991100061	0.6235989288649391	0.6388826868065212	0.6229860768354307	0.6350112404925894	0.6288777777645305	0.6296317128835525
SEDR_2	0.4942157585192989	0.6231471579872022	0.0	0.6314894780483641	0.6288533418267824	0.502226996210149	0.5176527911201358	0.5343229201587142	0.5637122873926697	0.610956686597163	0.6088549067556462	0.6063011182695879	0.5927277644648563	0.5232976222345386	0.4212871485114842	0.4212871485114842	0.5232976222345386	0.5605844566702554	0.5812624958367708	0.5934729488389634	0.5787395227937133	0.448793116914965	0.431008576096015	0.448793116914965	0.31930669307897797	0.43240952018740736	0.42788782727389135	0.2825469132671504	0.42788782727389135	0.4371787848108901	0.40040090170667614	0.4351764798841842	0.43397293088119104	0.42083864242689567	0.40040090170667614	0.42083864242689567	0.43870872114179177	0.5085897512084352	0.486453492247879	0.44863463482103527	0.5289685739809877	0.46339699483995994	0.5194198647968619	0.5163501739420197	0.5125563154586619	0.48105790616821675	0.481141413616879	0.47376887417446634	0.47736202632656594	0.4833658997367696	0.4862920939017862	0.48047796124628056	0.4700716740433792
SEDR_dlpfc	0.5691994318278736	0.8643956898579681	0.6314894780483641	0.0	0.8404519814925576	0.5327216111950555	0.572362610483842	0.6499507477055279	0.7621209041767394	0.7228969277600293	0.7243053190918681	0.7518555677352674	0.7472343881246046	0.6350206534547032	0.459127104655146	0.459127104655146	0.6350206534547032	0.7496430164187511	0.768821647664776	0.792989225241888	0.7935729805342839	0.5993291691549687	0.5694358815850846	0.5993291691549687	0.398653443685325	0.554372245075703	0.5537178289564233	0.33509275593618904	0.5537178289564233	0.5125442127407208	0.4977169440511877	0.510098786592201	0.5091893222118165	0.5039092330981232	0.4977169440511877	0.5039092330981232	0.5154142084426143	0.5599676954289693	0.5686205127171928	0.5701070360515972	0.6930881546111578	0.5072806313613959	0.6526959630071683	0.6510329647740238	0.6456925549995071	0.5938070516712738	0.5827175485655961	0.5765587072553046	0.5937430215019738	0.5779010710460029	0.5880432712405379	0.5816858684001763	0.5807947529212977
SEDR_1	0.6127496588702214	0.8944424954420401	0.6288533418267824	0.8404519814925576	0.0	0.5140111157100516	0.5977356327695776	0.6993950299584574	0.763493138932847	0.7805733364618236	0.7795827421669544	0.8136404315206117	0.8114695276521098	0.6949539964878643	0.4841324825580189	0.4841324825580189	0.6949539964878643	0.7443448178294725	0.7712793301764304	0.8067273351018073	0.7801673269275503	0.6522152421898005	0.6188943246004078	0.6522152421898005	0.42664286699266013	0.5980710591898446	0.5990974414911336	0.35241803316742415	0.5990974414911336	0.5601145860044596	0.538981104047288	0.5539170567570707	0.5556385337729051	0.5460373674206374	0.538981104047288	0.5460373674206374	0.5633637479582015	0.5702373182540816	0.5751069555337359	0.5555874944463252	0.6864725015601745	0.4944464223324628	0.6592875425396079	0.6554951916923161	0.6463496724664078	0.6383380834867961	0.6321302549982267	0.6247094674435645	0.6389504065673205	0.6273583460982999	0.6377519719073005	0.6312614813953628	0.6284924993315307
STAGATE_starmap	0.3810270093067893	0.5219048120700454	0.502226996210149	0.5327216111950555	0.5140111157100516	0.0	0.5678008246785864	0.40976559228170223	0.5010675663423265	0.4600300825145783	0.46087554480397974	0.4847602873138144	0.4774999843362661	0.392680467174719	0.31371851349237195	0.31371851349237195	0.392680467174719	0.5153657152654451	0.518293119699766	0.5200215118975783	0.5206289447216675	0.3508321285799674	0.3669298887365101	0.3508321285799674	0.2523630420190617	0.3151920336777374	0.31461518502235714	0.22316009354724298	0.31461518502235714	0.3468860889995323	0.31323177351978343	0.3436884288959745	0.3456143055759214	0.3310924951065578	0.31323177351978343	0.3310924951065578	0.34795698855770435	0.5429415815472354	0.5033998991208308	0.4309875673658616	0.49227300415329406	0.5577623930378101	0.4295760622006171	0.42493680615512547	0.4263783868062857	0.3541544705043383	0.3677693250769949	0.3567937927670979	0.3535997724104974	0.36450770173554176	0.372035779313461	0.36679091427146393	0.3573875503398875
STAGATE_default	0.4476075821253558	0.5904853288940671	0.5176527911201358	0.572362610483842	0.5977356327695776	0.5678008246785864	0.0	0.5292473455124631	0.5725315453214747	0.5909956409785871	0.5912403850844347	0.6100434664005101	0.6011567148719951	0.540248287671372	0.42625232310047706	0.42625232310047706	0.540248287671372	0.5199214961722881	0.5622838498441111	0.5770689329500778	0.5389672115501247	0.4436017722333937	0.4404323337649922	0.4436017722333937	0.3047542937904502	0.44057356885774346	0.4364006232403864	0.2948009576029289	0.4364006232403864	0.4369189637560007	0.39367420003992326	0.428095374907304	0.43435359677465574	0.41413545334480617	0.39367420003992326	0.41413545334480617	0.4383046772706471	0.5115384406815242	0.4487211000358603	0.39480615728670554	0.49325233346395625	0.5237456871182161	0.48459714203549326	0.4800033703734274	0.4749285979176132	0.46459712541164094	0.4686242827715313	0.45743206886774684	0.4648875046005363	0.467990705377293	0.4736030136121723	0.4673794517158292	0.4551607163265126
STAGATE_slide_stereo	0.6242224637786733	0.6960315211762896	0.5343229201587142	0.6499507477055279	0.6993950299584574	0.40976559228170223	0.5292473455124631	0.0	0.684432897141463	0.7991462650964382	0.7998561534216625	0.7913620880795075	0.7718431078284925	0.855681666954896	0.5117247609024382	0.5117247609024382	0.855681666954896	0.5916266571382268	0.6296620630059409	0.6611296562674709	0.611104298191272	0.7291810218228151	0.6487531109768416	0.7291810218228151	0.4286167931815258	0.7070383903401973	0.7011339829608483	0.38889453184404754	0.7011339829608483	0.7051791268977872	0.6174685521868095	0.7051982062271998	0.6980052319249821	0.6717597564736048	0.6174685521868095	0.6717597564736048	0.7098505239508865	0.47159042710745286	0.4662998396389759	0.4317079282817965	0.5532785081754287	0.45879726384976915	0.7726616034024806	0.7676553881360606	0.7543232032572038	0.8300215699599779	0.8380575990940338	0.8105022321409837	0.8249704222195504	0.8309428026418446	0.8423723706341334	0.8378826857548399	0.8042750282244788
STAGATE_1	0.6159423543037463	0.7910304717031502	0.5637122873926697	0.7621209041767394	0.763493138932847	0.5010675663423265	0.5725315453214747	0.684432897141463	0.0	0.7301876962262014	0.7311028617831017	0.7724964575180105	0.7566802356606518	0.660318283138555	0.45103450343265933	0.45103450343265933	0.660318283138555	0.808583303053701	0.8280362576046663	0.8341583645206305	0.8197002771190687	0.6291979931481907	0.6011817205126748	0.6291979931481907	0.4013650603102314	0.5671205750341932	0.5697050671994195	0.3418850264933061	0.5697050671994195	0.5393601950871312	0.5226241854985597	0.5369101472890013	0.537401189342206	0.531528022804694	0.5226241854985597	0.531528022804694	0.5427700126350206	0.6366286903604659	0.6136906309457475	0.6205995754112484	0.7673238992929142	0.567006740754355	0.7486424154673459	0.7494092678060635	0.7510540274461316	0.6122082928476273	0.6140689356326015	0.6019972039643096	0.6158422462557388	0.6019162825371488	0.6197039965208608	0.6125228133055216	0.6102913676904184
bass_starmap	0.691181060267412	0.7794712925806412	0.610956686597163	0.7228969277600293	0.7805733364618236	0.4600300825145783	0.5909956409785871	0.7991462650964382	0.7301876962262014	0.0	0.9580988385092057	0.8829082699991234	0.8550805390707238	0.80744636084093	0.5061501041103693	0.5061501041103693	0.80744636084093	0.6342459188003396	0.7030997550417416	0.7367771792333165	0.6737214368721549	0.7351660276150236	0.6675291913689773	0.7351660276150236	0.45824961746478804	0.7445842539859909	0.7394650340207486	0.4034925437129755	0.7394650340207486	0.6398570265192753	0.6296856705587862	0.6418525168216828	0.6321966515375854	0.6344922781062678	0.6296856705587862	0.6344922781062678	0.6456133392499332	0.5238303590582292	0.5005286209131952	0.48463157087786796	0.60001558517219	0.4881763332785557	0.6946538995062572	0.6917010404536127	0.6798201253900857	0.775102178228965	0.7580899609062498	0.7620706556893797	0.772359495919966	0.7637237117958587	0.7647384808014612	0.7598820580641531	0.7558240022266625
